"","Alabama","","","","Alaska","","","","Arizona","","","","Arkansas","","","","California","","","","Colorado","","","","Connecticut","","","","Delaware","","","","District of Columbia","","","","Florida","","","","Georgia","","","","Hawaii","","","","Idaho","","","","Illinois","","","","Indiana","","","","Iowa","","","","Kansas","","","","Kentucky","","","","Louisiana","","","","Maine","","","","Maryland","","","","Massachusetts","","","","Michigan","","","","Minnesota","","","","Mississippi","","","","Missouri","","","","Montana","","","","Nebraska","","","","Nevada","","","","New Hampshire","","","","New Jersey","","","","New Mexico","","","","New York","","","","North Carolina","","","","North Dakota","","","","Ohio","","","","Oklahoma","","","","Oregon","","","","Pennsylvania","","","","Rhode Island","","","","South Carolina","","","","South Dakota","","","","Tennessee","","","","Texas","","","","Utah","","","","Vermont","","","","Virginia","","","","Washington","","","","West Virginia","","","","Wisconsin","","","","Wyoming","","","","Puerto Rico","","",""
"    Less than 20.0 percent","323,170","±9,265","42.1%","±0.9","40,079","±2,986","37.9%","±2.3","336,047","±10,304","32.8%","±0.9","205,072","±6,519","46.8%","±1.4","1,206,725","±16,613","23.8%","±0.3","343,977","±8,017","36.2%","±0.8","194,384","±5,442","30.3%","±0.8","59,563","±3,452","35.9%","±1.9","32,373","±2,397","37.2%","±2.4","806,547","±15,222","27.4%","±0.5","550,123","±11,638","35.5%","±0.7","39,887","±2,703","23.3%","±1.5","95,213","±5,347","35.6%","±1.7","700,917","±10,674","32.5%","±0.5","541,829","±10,002","46.0%","±0.7","256,636","±6,346","47.0%","±1.0","205,204","±6,145","43.6%","±1.1","308,146","±7,434","44.5%","±0.9","276,261","±7,460","45.0%","±1.0","93,546","±3,461","37.0%","±1.2","360,208","±8,938","33.1%","±0.8","349,197","±8,197","31.0%","±0.7","653,009","±9,752","37.5%","±0.5","398,980","±6,900","37.5%","±0.6","158,682","±6,330","39.1%","±1.2","438,199","±9,435","42.2%","±0.8","57,266","±3,536","36.0%","±1.8","142,143","±4,200","46.7%","±1.2","120,225","±5,861","29.8%","±1.4","74,836","±3,659","28.9%","±1.5","351,951","±7,727","24.4%","±0.5","121,066","±4,891","39.4%","±1.5","790,023","±13,261","32.2%","±0.5","631,217","±14,078","38.6%","±0.8","55,065","±2,645","53.8%","±2.3","817,703","±11,415","40.2%","±0.5","249,683","±5,613","44.0%","±0.9","184,106","±5,234","29.2%","±0.7","804,835","±11,467","37.7%","±0.5","48,415","±3,150","27.4%","±1.5","296,346","±8,173","39.2%","±1.0","55,834","±3,210","43.2%","±2.1","390,927","±9,764","38.2%","±0.9","1,352,648","±20,461","39.7%","±0.5","149,865","±5,184","33.6%","±1.0","37,934","±2,071","31.1%","±1.6","516,810","±12,803","36.0%","±0.7","354,081","±9,596","30.0%","±0.7","131,274","±5,028","50.5%","±1.4","358,116","±7,266","34.8%","±0.6","43,241","±2,777","44.7%","±2.5","77,921","±4,164","23.1%","±1.2"
"    20.0 to 24.9 percent","121,778","±5,847","15.9%","±0.7","18,142","±2,255","17.2%","±1.9","169,194","±7,235","16.5%","±0.7","64,889","±4,143","14.8%","±0.9","726,858","±15,350","14.4%","±0.3","153,416","±5,860","16.2%","±0.6","103,752","±4,094","16.2%","±0.6","28,717","±2,758","17.3%","±1.6","13,130","±1,562","15.1%","±1.7","423,105","±10,693","14.4%","±0.3","248,137","±9,223","16.0%","±0.6","23,693","±2,588","13.8%","±1.4","41,347","±3,418","15.5%","±1.3","348,736","±7,799","16.1%","±0.3","203,730","±8,180","17.3%","±0.6","97,230","±4,237","17.8%","±0.7","79,017","±3,743","16.8%","±0.7","115,384","±6,143","16.7%","±0.8","93,029","±4,378","15.1%","±0.7","37,374","±2,728","14.8%","±1.0","188,863","±6,733","17.3%","±0.6","190,157","±5,964","16.9%","±0.5","292,833","±6,138","16.8%","±0.3","187,701","±5,228","17.7%","±0.4","64,168","±3,924","15.8%","±0.9","172,329","±6,379","16.6%","±0.6","22,518","±2,395","14.1%","±1.4","55,543","±3,030","18.2%","±1.0","61,007","±5,040","15.1%","±1.1","43,788","±3,043","16.9%","±1.2","217,530","±5,802","15.1%","±0.4","46,998","±3,882","15.3%","±1.2","362,260","±8,373","14.8%","±0.3","265,480","±10,627","16.2%","±0.6","17,661","±2,250","17.2%","±2.1","351,256","±7,864","17.3%","±0.4","93,668","±4,714","16.5%","±0.8","101,187","±5,644","16.1%","±0.8","357,604","±7,982","16.8%","±0.4","30,697","±2,596","17.4%","±1.4","116,830","±6,032","15.4%","±0.7","25,670","±2,283","19.8%","±1.7","170,099","±6,861","16.6%","±0.6","585,132","±11,650","17.2%","±0.3","81,209","±4,849","18.2%","±1.1","21,414","±1,819","17.5%","±1.5","250,137","±8,059","17.4%","±0.5","201,622","±6,793","17.1%","±0.5","36,613","±3,111","14.1%","±1.2","188,327","±5,792","18.3%","±0.6","16,762","±2,194","17.3%","±2.1","50,604","±3,755","15.0%","±1.0"
"    25.0 to 29.9 percent","79,604","±4,441","10.4%","±0.6","13,607","±1,468","12.9%","±1.4","117,427","±6,927","11.5%","±0.7","46,745","±3,036","10.7%","±0.7","648,907","±13,026","12.8%","±0.2","119,827","±5,719","12.6%","±0.6","83,138","±4,005","13.0%","±0.6","19,694","±2,245","11.9%","±1.3","10,416","±1,281","12.0%","±1.4","351,157","±11,477","11.9%","±0.4","181,502","±7,645","11.7%","±0.5","23,464","±2,298","13.7%","±1.3","32,530","±3,322","12.2%","±1.2","271,810","±8,435","12.6%","±0.4","119,282","±4,507","10.1%","±0.4","63,363","±3,298","11.6%","±0.6","59,530","±3,428","12.6%","±0.7","74,169","±3,970","10.7%","±0.6","61,849","±4,612","10.1%","±0.7","31,887","±2,445","12.6%","±0.9","136,579","±5,642","12.5%","±0.5","151,692","±6,058","13.4%","±0.5","206,029","±6,090","11.8%","±0.3","134,122","±4,917","12.6%","±0.4","43,027","±3,513","10.6%","±0.8","122,556","±5,470","11.8%","±0.5","20,240","±1,754","12.7%","±1.1","31,034","±2,507","10.2%","±0.8","49,786","±4,548","12.3%","±1.0","37,128","±3,050","14.3%","±1.0","191,108","±5,934","13.3%","±0.4","33,935","±3,065","11.0%","±1.0","288,849","±7,883","11.8%","±0.3","184,372","±7,682","11.3%","±0.4","10,145","±1,358","9.9%","±1.3","236,046","±7,826","11.6%","±0.4","63,216","±3,542","11.1%","±0.6","85,610","±4,248","13.6%","±0.7","260,237","±6,351","12.2%","±0.3","24,801","±2,094","14.0%","±1.1","84,164","±5,693","11.1%","±0.7","15,498","±1,810","12.0%","±1.4","127,660","±5,907","12.5%","±0.5","388,589","±12,667","11.4%","±0.4","62,545","±3,880","14.0%","±0.9","17,538","±1,862","14.4%","±1.5","188,671","±6,734","13.2%","±0.5","159,737","±6,140","13.5%","±0.5","22,388","±2,411","8.6%","±0.9","138,667","±5,479","13.5%","±0.5","10,693","±1,635","11.1%","±1.7","42,028","±3,266","12.4%","±0.9"
"    30.0 to 34.9 percent","55,217","±4,697","7.2%","±0.6","9,253","±1,503","8.8%","±1.4","89,389","±6,331","8.7%","±0.6","29,150","±2,696","6.7%","±0.6","526,006","±11,166","10.4%","±0.2","84,278","±4,360","8.9%","±0.4","63,163","±4,214","9.8%","±0.6","13,899","±1,763","8.4%","±1.0","7,857","±1,447","9.0%","±1.6","264,226","±9,988","9.0%","±0.3","135,415","±7,773","8.7%","±0.5","18,255","±2,468","10.6%","±1.4","24,231","±2,542","9.1%","±0.9","191,985","±7,475","8.9%","±0.3","87,145","±4,361","7.4%","±0.4","38,331","±2,828","7.0%","±0.5","36,639","±2,435","7.8%","±0.5","50,868","±3,342","7.3%","±0.5","43,088","±3,371","7.0%","±0.5","22,462","±2,033","8.9%","±0.8","101,204","±5,091","9.3%","±0.4","109,051","±5,083","9.7%","±0.4","146,116","±5,781","8.4%","±0.3","90,342","±3,715","8.5%","±0.3","32,185","±3,342","7.9%","±0.8","79,543","±4,723","7.7%","±0.5","12,693","±1,752","8.0%","±1.1","22,650","±1,975","7.4%","±0.6","37,842","±3,679","9.4%","±0.9","28,142","±2,336","10.9%","±0.8","151,570","±5,970","10.5%","±0.4","23,931","±2,266","7.8%","±0.7","209,974","±6,734","8.6%","±0.3","134,890","±6,895","8.2%","±0.4","7,589","±1,278","7.4%","±1.2","160,116","±6,072","7.9%","±0.3","41,157","±2,760","7.3%","±0.4","65,655","±3,964","10.4%","±0.6","181,861","±5,646","8.5%","±0.3","16,998","±1,890","9.6%","±1.0","58,565","±4,183","7.7%","±0.5","9,595","±1,660","7.4%","±1.3","81,364","±5,160","8.0%","±0.5","270,045","±9,633","7.9%","±0.3","41,738","±3,492","9.3%","±0.7","11,347","±1,275","9.3%","±1.0","123,898","±5,239","8.6%","±0.4","120,693","±5,142","10.2%","±0.4","17,400","±1,985","6.7%","±0.7","89,619","±3,219","8.7%","±0.3","6,976","±1,366","7.2%","±1.4","32,554","±3,088","9.6%","±0.9"
"    35.0 percent or more","187,127","±6,895","24.4%","±0.8","24,584","±2,507","23.3%","±2.3","311,886","±10,670","30.5%","±0.9","92,315","±5,068","21.1%","±1.0","1,956,299","±20,482","38.6%","±0.4","247,406","±9,459","26.1%","±0.9","197,079","±5,311","30.7%","±0.7","43,885","±3,209","26.5%","±1.8","23,158","±2,233","26.6%","±2.3","1,101,862","±19,132","37.4%","±0.5","435,776","±12,992","28.1%","±0.8","66,147","±3,890","38.6%","±1.8","74,269","±3,645","27.8%","±1.3","646,453","±12,258","29.9%","±0.5","226,445","±7,654","19.2%","±0.6","90,969","±4,289","16.6%","±0.8","90,314","±4,245","19.2%","±0.8","144,079","±6,219","20.8%","±0.8","140,098","±5,207","22.8%","±0.8","67,737","±3,581","26.8%","±1.3","302,165","±7,170","27.7%","±0.6","328,091","±9,009","29.1%","±0.7","444,108","±9,277","25.5%","±0.5","251,478","±6,501","23.7%","±0.5","107,277","±5,777","26.5%","±1.3","225,315","±6,167","21.7%","±0.6","46,522","±3,178","29.2%","±1.7","52,996","±3,258","17.4%","±1.0","134,932","±6,793","33.4%","±1.5","75,320","±4,516","29.1%","±1.5","529,849","±10,397","36.7%","±0.6","81,537","±4,116","26.5%","±1.2","802,629","±10,734","32.7%","±0.4","420,496","±11,250","25.7%","±0.6","11,961","±1,557","11.7%","±1.5","467,606","±9,703","23.0%","±0.4","119,443","±3,941","21.1%","±0.6","193,865","±6,166","30.8%","±0.8","529,461","±10,216","24.8%","±0.4","55,960","±3,498","31.6%","±1.8","200,340","±7,943","26.5%","±1.0","22,748","±1,999","17.6%","±1.5","252,727","±7,897","24.7%","±0.7","806,719","±17,145","23.7%","±0.4","111,333","±5,415","24.9%","±1.1","33,899","±2,347","27.8%","±1.6","354,509","±9,264","24.7%","±0.6","344,061","±8,710","29.2%","±0.7","52,192","±3,162","20.1%","±1.1","253,828","±6,055","24.7%","±0.5","18,996","±1,759","19.7%","±1.7","134,735","±6,402","39.9%","±1.6"
"    Not computed","3,088","±922","(X)","(X)","50","±70","(X)","(X)","8,715","±1,977","(X)","(X)","3,410","±994","(X)","(X)","37,372","±3,249","(X)","(X)","6,090","±1,467","(X)","(X)","2,856","±863","(X)","(X)","780","±423","(X)","(X)","363","±262","(X)","(X)","28,911","±3,719","(X)","(X)","14,634","±3,028","(X)","(X)","556","±295","(X)","(X)","805","±351","(X)","(X)","10,701","±1,794","(X)","(X)","6,395","±1,535","(X)","(X)","1,383","±525","(X)","(X)","2,216","±790","(X)","(X)","3,860","±945","(X)","(X)","4,200","±1,186","(X)","(X)","1,007","±582","(X)","(X)","4,853","±1,294","(X)","(X)","4,152","±1,038","(X)","(X)","8,890","±1,317","(X)","(X)","3,361","±774","(X)","(X)","4,124","±1,385","(X)","(X)","4,221","±1,050","(X)","(X)","434","±404","(X)","(X)","798","±373","(X)","(X)","3,346","±1,279","(X)","(X)","748","±363","(X)","(X)","5,674","±1,281","(X)","(X)","3,035","±1,014","(X)","(X)","11,176","±1,738","(X)","(X)","10,739","±2,254","(X)","(X)","168","±145","(X)","(X)","8,652","±1,368","(X)","(X)","2,665","±797","(X)","(X)","3,125","±1,131","(X)","(X)","8,719","±1,354","(X)","(X)","827","±349","(X)","(X)","3,253","±1,068","(X)","(X)","713","±663","(X)","(X)","5,367","±1,189","(X)","(X)","21,890","±3,346","(X)","(X)","1,471","±626","(X)","(X)","325","±211","(X)","(X)","4,074","±984","(X)","(X)","5,349","±1,375","(X)","(X)","2,437","±871","(X)","(X)","3,722","±930","(X)","(X)","183","±210","(X)","(X)","5,265","±963","(X)","(X)"
"    Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)","511,070","±10,245","511,070","(X)","56,467","±2,665","56,467","(X)","458,770","±10,419","458,770","(X)","305,007","±7,062","305,007","(X)","1,717,149","±18,624","1,717,149","(X)","313,828","±6,366","313,828","(X)","264,272","±5,451","264,272","(X)","71,717","±3,308","71,717","(X)","23,083","±1,796","23,083","(X)","1,733,234","±19,317","1,733,234","(X)","678,149","±12,709","678,149","(X)","81,511","±3,333","81,511","(X)","128,758","±4,656","128,758","(X)","1,009,389","±10,986","1,009,389","(X)","528,964","±8,876","528,964","(X)","330,334","±5,790","330,334","(X)","272,221","±5,934","272,221","(X)","449,391","±7,946","449,391","(X)","501,870","±8,690","501,870","(X)","136,430","±3,733","136,430","(X)","341,220","±7,834","341,220","(X)","436,551","±8,023","436,551","(X)","942,408","±10,388","942,408","(X)","455,965","±5,911","455,965","(X)","340,295","±6,917","340,295","(X)","544,898","±7,853","544,898","(X)","114,155","±3,430","114,155","(X)","177,831","±4,068","177,831","(X)","143,324","±5,951","143,324","(X)","108,481","±4,300","108,481","(X)","605,531","±10,321","605,531","(X)","209,439","±5,693","209,439","(X)","1,373,353","±12,655","1,373,353","(X)","789,117","±14,220","789,117","(X)","82,706","±2,862","82,706","(X)","988,471","±10,813","988,471","(X)","392,037","±6,186","392,037","(X)","284,666","±7,553","284,666","(X)","1,275,592","±11,307","1,275,592","(X)","71,172","±3,185","71,172","(X)","455,699","±8,439","455,699","(X)","90,622","±3,500","90,622","(X)","624,267","±10,490","624,267","(X)","2,113,353","±21,310","2,113,353","(X)","164,318","±4,695","164,318","(X)","60,567","±2,481","60,567","(X)","568,932","±9,618","568,932","(X)","463,597","±8,181","463,597","(X)","265,656","±5,169","265,656","(X)","506,757","±6,571","506,757","(X)","59,960","±2,338","59,960","(X)","509,177","±8,192","509,177","(X)"
"    Less than 10.0 percent","212,190","±8,016","41.5%","±1.3","24,118","±1,848","42.7%","±2.9","201,030","±6,968","43.8%","±1.2","140,391","±5,987","46.0%","±1.5","745,596","±14,589","43.4%","±0.6","147,359","±5,247","47.0%","±1.3","63,781","±3,379","24.1%","±1.1","32,023","±2,414","44.7%","±2.7","11,556","±1,383","50.1%","±4.6","587,940","±12,304","33.9%","±0.6","275,475","±8,484","40.6%","±0.9","42,154","±2,556","51.7%","±2.3","63,012","±3,783","48.9%","±2.3","332,231","±6,936","32.9%","±0.6","235,876","±6,529","44.6%","±0.8","138,469","±4,140","41.9%","±0.9","105,756","±3,815","38.8%","±1.1","196,453","±5,816","43.7%","±1.1","245,245","±6,825","48.9%","±1.0","43,422","±2,648","31.8%","±1.6","132,706","±5,301","38.9%","±1.2","127,922","±4,908","29.3%","±0.9","315,443","±6,195","33.5%","±0.5","188,718","±4,274","41.4%","±0.8","139,597","±5,628","41.0%","±1.4","218,340","±4,974","40.1%","±0.8","48,099","±2,845","42.1%","±2.0","69,103","±3,146","38.9%","±1.4","60,073","±3,863","41.9%","±2.0","25,535","±1,936","23.5%","±1.6","117,441","±5,149","19.4%","±0.7","102,607","±4,370","49.0%","±1.5","404,687","±8,527","29.5%","±0.5","323,185","±8,939","41.0%","±0.8","41,237","±1,912","49.9%","±1.9","357,114","±8,538","36.1%","±0.7","171,546","±4,566","43.8%","±0.9","106,723","±4,742","37.5%","±1.4","426,268","±7,488","33.4%","±0.5","17,455","±1,718","24.5%","±2.1","193,450","±5,685","42.5%","±1.1","39,909","±2,226","44.0%","±1.9","265,834","±7,498","42.6%","±0.9","837,409","±14,131","39.6%","±0.5","93,347","±3,784","56.8%","±1.8","13,994","±1,581","23.1%","±2.4","258,736","±7,674","45.5%","±1.1","180,866","±5,789","39.0%","±1.0","136,095","±4,160","51.2%","±1.2","160,782","±4,578","31.7%","±0.9","30,660","±1,991","51.1%","±2.9","242,730","±7,214","47.7%","±1.0"
"    10.0 to 14.9 percent","99,965","±4,592","19.6%","±0.8","12,391","±1,641","21.9%","±2.6","93,169","±4,481","20.3%","±0.9","60,470","±3,377","19.8%","±1.0","311,219","±8,325","18.1%","±0.4","56,728","±2,922","18.1%","±0.9","53,117","±2,804","20.1%","±1.0","16,286","±1,846","22.7%","±2.2","4,563","±866","19.8%","±3.6","339,527","±10,762","19.6%","±0.6","131,233","±5,994","19.4%","±0.8","13,361","±1,297","16.4%","±1.5","24,782","±2,070","19.2%","±1.5","216,257","±6,383","21.4%","±0.6","108,259","±4,274","20.5%","±0.8","68,300","±2,898","20.7%","±0.8","58,142","±3,012","21.4%","±1.0","92,228","±4,226","20.5%","±0.9","93,960","±4,829","18.7%","±0.9","27,086","±1,929","19.9%","±1.2","65,274","±3,411","19.1%","±0.9","82,619","±3,796","18.9%","±0.8","196,446","±5,288","20.8%","±0.5","92,363","±3,346","20.3%","±0.7","71,739","±4,034","21.1%","±1.1","114,684","±4,931","21.0%","±0.9","23,453","±1,980","20.5%","±1.6","39,152","±2,235","22.0%","±1.2","27,182","±2,503","19.0%","±1.6","20,838","±1,960","19.2%","±1.5","111,205","±4,172","18.4%","±0.6","37,469","±2,385","17.9%","±1.1","269,313","±6,452","19.6%","±0.4","155,440","±6,277","19.7%","±0.7","15,858","±1,437","19.2%","±1.6","218,132","±6,286","22.1%","±0.6","80,124","±3,579","20.4%","±0.8","57,738","±3,835","20.3%","±1.3","260,143","±5,618","20.4%","±0.4","14,648","±1,643","20.6%","±2.1","91,685","±4,367","20.1%","±0.8","18,214","±1,553","20.1%","±1.5","126,958","±5,580","20.3%","±0.8","438,177","±9,892","20.7%","±0.4","25,685","±2,362","15.6%","±1.3","13,610","±1,260","22.5%","±1.7","108,984","±4,615","19.2%","±0.7","98,273","±4,613","21.2%","±1.0","49,367","±2,739","18.6%","±0.9","112,942","±3,989","22.3%","±0.8","10,546","±1,228","17.6%","±1.9","95,568","±4,992","18.8%","±0.9"
"    15.0 to 19.9 percent","61,016","±3,746","11.9%","±0.7","7,362","±1,220","13.0%","±2.1","51,749","±4,103","11.3%","±0.8","35,860","±2,886","11.8%","±0.9","194,265","±7,109","11.3%","±0.4","34,918","±2,984","11.1%","±0.9","35,599","±2,394","13.5%","±0.9","7,098","±1,281","9.9%","±1.8","1,943","±507","8.4%","±2.1","229,390","±8,947","13.2%","±0.5","81,396","±4,842","12.0%","±0.7","8,558","±1,348","10.5%","±1.6","15,326","±1,866","11.9%","±1.3","138,051","±5,486","13.7%","±0.5","62,085","±3,356","11.7%","±0.6","44,056","±2,589","13.3%","±0.7","36,377","±2,601","13.4%","±0.9","52,959","±3,332","11.8%","±0.7","49,966","±2,682","10.0%","±0.5","18,996","±1,683","13.9%","±1.2","43,453","±3,102","12.7%","±0.9","58,393","±2,919","13.4%","±0.6","127,561","±4,583","13.5%","±0.5","58,197","±2,543","12.8%","±0.6","38,637","±2,993","11.4%","±0.8","67,116","±3,383","12.3%","±0.6","14,044","±1,529","12.3%","±1.3","23,555","±1,854","13.2%","±1.0","16,357","±2,272","11.4%","±1.5","16,138","±1,791","14.9%","±1.6","87,846","±4,471","14.5%","±0.7","20,779","±2,206","9.9%","±1.0","183,286","±5,783","13.3%","±0.4","93,708","±4,698","11.9%","±0.6","7,786","±1,077","9.4%","±1.2","133,855","±5,126","13.5%","±0.5","45,700","±2,503","11.7%","±0.6","34,608","±2,801","12.2%","±0.9","175,634","±6,084","13.8%","±0.4","8,753","±1,145","12.3%","±1.7","53,829","±3,871","11.8%","±0.8","11,118","±1,253","12.3%","±1.3","78,455","±3,681","12.6%","±0.6","266,852","±8,997","12.6%","±0.4","16,274","±2,057","9.9%","±1.2","8,581","±990","14.2%","±1.6","62,991","±4,030","11.1%","±0.7","60,997","±3,749","13.2%","±0.7","28,496","±2,492","10.7%","±0.9","69,285","±2,992","13.7%","±0.6","6,484","±1,237","10.8%","±2.0","54,403","±3,198","10.7%","±0.6"
"    20.0 to 24.9 percent","37,239","±2,826","7.3%","±0.6","3,496","±745","6.2%","±1.3","33,054","±3,484","7.2%","±0.8","20,885","±1,855","6.8%","±0.6","122,205","±4,431","7.1%","±0.3","20,600","±2,127","6.6%","±0.7","24,094","±2,137","9.1%","±0.8","4,482","±1,037","6.2%","±1.4","1,340","±454","5.8%","±1.9","146,610","±6,641","8.5%","±0.4","53,057","±3,562","7.8%","±0.5","4,200","±794","5.2%","±1.0","8,734","±1,366","6.8%","±1.1","87,226","±4,196","8.6%","±0.4","35,730","±2,589","6.8%","±0.5","26,899","±1,927","8.1%","±0.6","23,271","±2,040","8.5%","±0.7","32,152","±2,709","7.2%","±0.6","31,010","±2,259","6.2%","±0.4","15,153","±1,931","11.1%","±1.3","25,661","±2,079","7.5%","±0.6","38,996","±2,903","8.9%","±0.6","78,556","±3,443","8.3%","±0.4","32,602","±2,241","7.2%","±0.5","23,614","±2,171","6.9%","±0.6","43,830","±3,145","8.0%","±0.5","8,646","±1,370","7.6%","±1.2","13,812","±1,229","7.8%","±0.7","12,187","±1,648","8.5%","±1.1","11,985","±1,432","11.0%","±1.3","61,535","±3,271","10.2%","±0.5","14,426","±1,878","6.9%","±0.8","123,957","±4,882","9.0%","±0.3","64,145","±4,228","8.1%","±0.5","4,986","±772","6.0%","±0.9","81,640","±3,545","8.3%","±0.3","29,644","±2,210","7.6%","±0.6","23,419","±2,526","8.2%","±0.9","114,353","±4,646","9.0%","±0.4","6,780","±1,084","9.5%","±1.5","33,824","±2,698","7.4%","±0.6","5,928","±943","6.5%","±1.0","45,099","±3,319","7.2%","±0.5","163,363","±6,515","7.7%","±0.3","9,341","±1,567","5.7%","±1.0","7,089","±883","11.7%","±1.4","40,996","±3,193","7.2%","±0.6","35,038","±2,363","7.6%","±0.5","17,301","±1,961","6.5%","±0.7","48,227","±2,636","9.5%","±0.5","3,796","±900","6.3%","±1.5","31,804","±2,568","6.2%","±0.5"
"    25.0 to 29.9 percent","23,508","±1,901","4.6%","±0.4","1,854","±624","3.3%","±1.1","19,088","±2,613","4.2%","±0.6","12,164","±1,674","4.0%","±0.5","79,780","±4,363","4.6%","±0.3","14,228","±1,483","4.5%","±0.5","18,876","±1,711","7.1%","±0.6","2,612","±596","3.6%","±0.9","801","±319","3.5%","±1.3","104,677","±5,021","6.0%","±0.3","38,318","±3,035","5.7%","±0.5","3,659","±754","4.5%","±0.9","4,573","±797","3.6%","±0.6","55,469","±3,246","5.5%","±0.3","22,890","±2,317","4.3%","±0.4","14,966","±1,428","4.5%","±0.4","14,058","±1,608","5.2%","±0.6","20,224","±2,100","4.5%","±0.5","21,960","±2,616","4.4%","±0.5","7,959","±944","5.8%","±0.7","17,801","±1,945","5.2%","±0.6","28,381","±2,066","6.5%","±0.5","55,591","±3,179","5.9%","±0.3","21,665","±1,508","4.8%","±0.3","19,119","±2,110","5.6%","±0.6","26,369","±2,010","4.8%","±0.4","5,139","±953","4.5%","±0.8","8,432","±1,117","4.7%","±0.6","6,807","±1,932","4.7%","±1.3","8,413","±1,398","7.8%","±1.2","45,434","±3,005","7.5%","±0.5","9,082","±1,543","4.3%","±0.7","81,161","±3,600","5.9%","±0.3","39,386","±3,483","5.0%","±0.4","3,253","±511","3.9%","±0.6","56,042","±3,298","5.7%","±0.3","17,876","±1,657","4.6%","±0.4","15,973","±1,740","5.6%","±0.6","77,096","±3,411","6.0%","±0.3","5,259","±1,141","7.4%","±1.5","19,359","±2,343","4.2%","±0.5","4,064","±867","4.5%","±0.9","28,432","±2,537","4.6%","±0.4","104,268","±5,495","4.9%","±0.3","5,216","±1,057","3.2%","±0.6","3,110","±560","5.1%","±0.9","25,732","±2,237","4.5%","±0.4","23,198","±2,386","5.0%","±0.5","9,728","±1,247","3.7%","±0.5","29,250","±2,236","5.8%","±0.4","2,860","±669","4.8%","±1.1","20,363","±1,780","4.0%","±0.4"
"    30.0 to 34.9 percent","19,197","±1,872","3.8%","±0.3","1,470","±430","2.6%","±0.8","12,481","±2,288","2.7%","±0.5","8,423","±1,171","2.8%","±0.4","54,899","±3,218","3.2%","±0.2","9,396","±1,381","3.0%","±0.4","14,772","±1,659","5.6%","±0.6","1,563","±570","2.2%","±0.8","749","±385","3.2%","±1.6","64,934","±4,075","3.7%","±0.2","22,144","±2,264","3.3%","±0.3","1,829","±548","2.2%","±0.7","3,375","±794","2.6%","±0.6","40,764","±2,734","4.0%","±0.3","15,499","±1,736","2.9%","±0.3","9,699","±1,304","2.9%","±0.4","8,644","±1,208","3.2%","±0.4","13,540","±1,619","3.0%","±0.4","12,693","±1,643","2.5%","±0.3","6,191","±1,028","4.5%","±0.7","11,896","±1,584","3.5%","±0.5","20,742","±1,914","4.8%","±0.4","39,646","±2,672","4.2%","±0.3","14,533","±1,271","3.2%","±0.3","10,764","±1,627","3.2%","±0.5","20,037","±2,095","3.7%","±0.4","3,888","±852","3.4%","±0.8","5,709","±1,044","3.2%","±0.6","4,704","±1,134","3.3%","±0.8","5,923","±1,024","5.5%","±0.9","33,768","±2,626","5.6%","±0.4","6,924","±1,419","3.3%","±0.7","59,764","±3,429","4.4%","±0.2","26,204","±2,433","3.3%","±0.3","1,789","±457","2.2%","±0.5","35,345","±2,605","3.6%","±0.3","12,058","±1,296","3.1%","±0.3","10,938","±1,444","3.8%","±0.5","53,763","±3,118","4.2%","±0.2","3,519","±886","4.9%","±1.2","14,623","±2,046","3.2%","±0.4","2,767","±671","3.1%","±0.7","20,109","±1,958","3.2%","±0.3","69,517","±3,621","3.3%","±0.2","3,362","±811","2.0%","±0.5","2,523","±445","4.2%","±0.7","17,209","±2,078","3.0%","±0.4","14,979","±1,844","3.2%","±0.4","6,772","±1,108","2.5%","±0.4","20,947","±1,558","4.1%","±0.3","1,407","±522","2.3%","±0.8","15,541","±1,841","3.1%","±0.4"
