"","Alabama","","","","Alaska","","","","Arizona","","","","Arkansas","","","","California","","","","Colorado","","","","Connecticut","","","","Delaware","","","","District of Columbia","","","","Florida","","","","Georgia","","","","Hawaii","","","","Idaho","","","","Illinois","","","","Indiana","","","","Iowa","","","","Kansas","","","","Kentucky","","","","Louisiana","","","","Maine","","","","Maryland","","","","Massachusetts","","","","Michigan","","","","Minnesota","","","","Mississippi","","","","Missouri","","","","Montana","","","","Nebraska","","","","Nevada","","","","New Hampshire","","","","New Jersey","","","","New Mexico","","","","New York","","","","North Carolina","","","","North Dakota","","","","Ohio","","","","Oklahoma","","","","Oregon","","","","Pennsylvania","","","","Rhode Island","","","","South Carolina","","","","South Dakota","","","","Tennessee","","","","Texas","","","","Utah","","","","Vermont","","","","Virginia","","","","Washington","","","","West Virginia","","","","Wisconsin","","","","Wyoming","","","","Puerto Rico","","",""
"        $400 or more","168,617","±5,801","32.4%","±0.9","39,450","±2,584","69.2%","±2.5","227,718","±6,416","43.2%","±1.0","93,750","±4,114","28.6%","±1.2","1,172,420","±12,569","62.9%","±0.5","183,733","±6,057","51.4%","±1.3","257,599","±6,542","94.2%","±0.7","41,839","±2,825","53.7%","±2.5","20,666","±1,794","78.8%","±3.1","1,061,591","±15,451","55.7%","±0.6","313,964","±8,541","43.6%","±0.9","51,898","±2,804","63.7%","±2.3","48,053","±3,565","35.1%","±2.0","776,911","±11,971","71.7%","±0.6","231,728","±6,219","40.9%","±0.8","187,853","±4,715","55.3%","±0.9","167,974","±4,456","57.7%","±1.1","155,216","±5,502","32.9%","±1.0","150,134","±5,720","28.6%","±1.0","90,884","±3,809","61.4%","±1.8","282,070","±6,022","75.7%","±1.0","408,088","±8,423","87.8%","±0.7","614,534","±9,073","59.4%","±0.6","313,764","±5,776","63.7%","±0.8","106,988","±4,164","30.3%","±1.0","270,181","±6,228","46.2%","±0.9","52,928","±2,918","44.9%","±2.0","118,005","±3,900","64.1%","±1.4","80,069","±3,598","48.9%","±1.7","103,790","±4,125","88.9%","±1.3","584,011","±9,422","92.7%","±0.4","69,648","±3,279","31.5%","±1.3","1,128,894","±12,724","78.0%","±0.4","335,517","±8,573","40.0%","±0.8","49,581","±2,747","54.5%","±2.1","586,442","±9,064","55.1%","±0.6","158,189","±4,524","39.2%","±0.9","184,790","±5,903","61.3%","±1.2","865,181","±10,468","65.2%","±0.6","68,017","±3,732","89.1%","±1.6","168,577","±5,891","34.3%","±0.9","52,277","±2,460","54.0%","±2.2","244,711","±6,253","37.7%","±0.9","1,274,085","±17,642","55.4%","±0.5","81,850","±2,941","45.6%","±1.4","56,124","±2,387","83.8%","±1.5","308,886","±6,710","52.2%","±0.9","335,541","±9,638","67.0%","±0.9","59,239","±3,677","21.4%","±1.2","400,677","±6,357","74.6%","±0.7","27,678","±2,019","44.1%","±2.5","30,667","±2,774","5.9%","±0.5"
"        Median (dollars)","332","±4","(X)","(X)","552","±27","(X)","(X)","368","±5","(X)","(X)","313","±5","(X)","(X)","486","±3","(X)","(X)","407","±6","(X)","(X)","792","±9","(X)","(X)","422","±14","(X)","(X)","636","±44","(X)","(X)","438","±4","(X)","(X)","372","±4","(X)","(X)","484","±12","(X)","(X)","335","±8","(X)","(X)","553","±4","(X)","(X)","363","±4","(X)","(X)","424","±4","(X)","(X)","437","±5","(X)","(X)","328","±4","(X)","(X)","299","±4","(X)","(X)","460","±10","(X)","(X)","556","±6","(X)","(X)","684","±7","(X)","(X)","445","±3","(X)","(X)","464","±4","(X)","(X)","318","±5","(X)","(X)","385","±4","(X)","(X)","380","±7","(X)","(X)","465","±6","(X)","(X)","395","±8","(X)","(X)","725","±13","(X)","(X)","945","±7","(X)","(X)","318","±6","(X)","(X)","679","±6","(X)","(X)","358","±3","(X)","(X)","420","±8","(X)","(X)","425","±3","(X)","(X)","353","±4","(X)","(X)","455","±5","(X)","(X)","481","±3","(X)","(X)","655","±16","(X)","(X)","333","±4","(X)","(X)","420","±10","(X)","(X)","347","±3","(X)","(X)","434","±3","(X)","(X)","384","±5","(X)","(X)","629","±15","(X)","(X)","414","±5","(X)","(X)","498","±6","(X)","(X)","288","±4","(X)","(X)","516","±4","(X)","(X)","376","±10","(X)","(X)","155","±3","(X)","(X)"
"SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Housing units with a mortgage (excluding units where SMOCAPI cannot be computed)","714,284","±12,057","714,284","(X)","98,953","±3,518","98,953","(X)","953,072","±12,004","953,072","(X)","409,178","±8,182","409,178","(X)","4,906,005","±29,180","4,906,005","(X)","930,038","±10,723","930,038","(X)","612,169","±8,552","612,169","(X)","164,008","±4,097","164,008","(X)","83,686","±3,545","83,686","(X)","2,742,335","±21,354","2,742,335","(X)","1,490,266","±16,021","1,490,266","(X)","170,664","±4,285","170,664","(X)","269,946","±6,775","269,946","(X)","2,060,357","±16,364","2,060,357","(X)","1,140,027","±10,468","1,140,027","(X)","533,865","±7,080","533,865","(X)","442,494","±6,525","442,494","(X)","673,572","±10,698","673,572","(X)","612,535","±10,424","612,535","(X)","235,169","±5,765","235,169","(X)","1,060,049","±11,003","1,060,049","(X)","1,092,223","±12,741","1,092,223","(X)","1,661,099","±13,252","1,661,099","(X)","1,021,644","±9,404","1,021,644","(X)","377,479","±7,719","377,479","(X)","992,427","±10,180","992,427","(X)","153,296","±3,940","153,296","(X)","297,023","±5,886","297,023","(X)","378,140","±6,502","378,140","(X)","246,664","±5,807","246,664","(X)","1,398,010","±13,705","1,398,010","(X)","287,216","±8,003","287,216","(X)","2,412,977","±15,588","2,412,977","(X)","1,566,376","±16,438","1,566,376","(X)","102,251","±3,781","102,251","(X)","1,942,535","±14,055","1,942,535","(X)","541,893","±7,642","541,893","(X)","622,157","±10,125","622,157","(X)","2,068,878","±13,812","2,068,878","(X)","168,705","±5,024","168,705","(X)","724,962","±11,076","724,962","(X)","125,649","±3,104","125,649","(X)","995,828","±13,357","995,828","(X)","3,315,057","±25,298","3,315,057","(X)","441,391","±6,516","441,391","(X)","112,691","±2,879","112,691","(X)","1,407,400","±17,558","1,407,400","(X)","1,131,038","±12,945","1,131,038","(X)","256,733","±5,942","256,733","(X)","996,940","±8,988","996,940","(X)","91,539","±3,488","91,539","(X)","343,959","±7,085","343,959","(X)"
"        Less than 20.0 percent","340,696","±9,082","47.7%","±0.9","42,444","±2,912","42.9%","±2.3","398,346","±8,595","41.8%","±0.8","206,979","±6,097","50.6%","±1.3","1,486,863","±18,969","30.3%","±0.3","390,418","±7,555","42.0%","±0.7","220,343","±5,830","36.0%","±0.9","69,098","±3,526","42.1%","±2.0","36,008","±2,775","43.0%","±2.7","956,083","±16,235","34.9%","±0.5","644,841","±12,531","43.3%","±0.7","47,753","±2,646","28.0%","±1.5","110,889","±5,360","41.1%","±1.6","825,240","±11,702","40.1%","±0.5","588,991","±10,356","51.7%","±0.7","287,180","±6,567","53.8%","±1.0","219,884","±5,983","49.7%","±1.0","332,034","±7,523","49.3%","±0.8","300,683","±8,739","49.1%","±1.1","95,556","±3,616","40.6%","±1.3","415,422","±7,505","39.2%","±0.6","412,492","±7,777","37.8%","±0.6","759,359","±9,950","45.7%","±0.5","455,928","±7,518","44.6%","±0.7","167,846","±6,548","44.5%","±1.4","470,960","±8,195","47.5%","±0.7","63,771","±3,485","41.6%","±2.1","145,704","±4,181","49.1%","±1.1","142,984","±4,561","37.8%","±1.1","85,160","±4,169","34.5%","±1.4","427,303","±8,581","30.6%","±0.6","121,710","±5,179","42.4%","±1.3","883,948","±12,927","36.6%","±0.5","704,776","±12,240","45.0%","±0.6","58,760","±3,212","57.5%","±2.4","910,355","±11,981","46.9%","±0.5","269,173","±6,486","49.7%","±0.9","223,269","±6,555","35.9%","±1.0","909,845","±11,356","44.0%","±0.5","61,981","±3,030","36.7%","±1.5","324,851","±7,463","44.8%","±0.9","60,827","±2,816","48.4%","±2.2","438,915","±10,232","44.1%","±0.8","1,518,817","±18,322","45.8%","±0.4","181,714","±4,623","41.2%","±0.9","40,163","±1,890","35.6%","±1.6","586,838","±10,836","41.7%","±0.6","414,380","±10,530","36.6%","±0.8","133,614","±4,794","52.0%","±1.5","415,399","±6,615","41.7%","±0.5","43,070","±2,371","47.1%","±2.4","88,281","±4,457","25.7%","±1.2"
"        20.0 to 24.9 percent","112,473","±4,770","15.7%","±0.6","17,057","±1,887","17.2%","±1.8","148,012","±6,265","15.5%","±0.6","62,723","±4,077","15.3%","±0.9","745,032","±12,390","15.2%","±0.3","155,412","±5,563","16.7%","±0.6","98,851","±4,892","16.1%","±0.8","26,612","±2,680","16.2%","±1.6","13,964","±1,757","16.7%","±2.0","413,114","±9,738","15.1%","±0.4","230,496","±7,948","15.5%","±0.5","26,060","±2,413","15.3%","±1.3","45,777","±3,023","17.0%","±1.1","331,333","±7,838","16.1%","±0.4","177,577","±6,476","15.6%","±0.5","84,435","±3,963","15.8%","±0.7","72,610","±3,263","16.4%","±0.7","103,870","±5,512","15.4%","±0.8","91,240","±4,659","14.9%","±0.7","38,358","±2,300","16.3%","±0.9","180,036","±5,535","17.0%","±0.5","175,624","±5,983","16.1%","±0.5","265,231","±6,126","16.0%","±0.4","181,866","±6,222","17.8%","±0.6","57,419","±3,913","15.2%","±1.0","158,206","±5,824","15.9%","±0.6","26,539","±2,498","17.3%","±1.5","49,875","±2,525","16.8%","±0.8","57,702","±3,357","15.3%","±0.8","45,696","±3,048","18.5%","±1.1","221,908","±8,073","15.9%","±0.5","43,592","±3,250","15.2%","±1.0","347,570","±8,557","14.4%","±0.3","243,621","±7,848","15.6%","±0.5","15,946","±1,885","15.6%","±1.7","319,224","±7,341","16.4%","±0.4","83,937","±3,091","15.5%","±0.5","103,476","±4,417","16.6%","±0.6","330,320","±7,414","16.0%","±0.3","24,902","±2,183","14.8%","±1.2","110,510","±4,949","15.2%","±0.6","21,900","±1,974","17.4%","±1.4","164,055","±6,069","16.5%","±0.6","526,642","±11,635","15.9%","±0.3","75,046","±3,874","17.0%","±0.8","18,880","±1,597","16.8%","±1.4","231,990","±6,658","16.5%","±0.4","187,104","±5,884","16.5%","±0.5","36,883","±2,799","14.4%","±1.0","171,679","±5,217","17.2%","±0.5","15,192","±1,781","16.6%","±1.8","49,899","±3,450","14.5%","±0.9"
"        25.0 to 29.9 percent","71,832","±4,125","10.1%","±0.5","13,007","±1,766","13.1%","±1.7","104,434","±3,938","11.0%","±0.4","37,565","±3,184","9.2%","±0.7","617,508","±12,618","12.6%","±0.2","103,979","±4,935","11.2%","±0.5","77,088","±4,362","12.6%","±0.6","17,769","±1,785","10.8%","±1.1","9,790","±1,441","11.7%","±1.6","304,491","±10,142","11.1%","±0.4","156,443","±6,393","10.5%","±0.4","22,293","±2,190","13.1%","±1.2","32,049","±3,062","11.9%","±1.0","228,941","±7,264","11.1%","±0.3","106,797","±4,921","9.4%","±0.4","50,538","±3,060","9.5%","±0.5","51,597","±3,132","11.7%","±0.7","64,777","±3,756","9.6%","±0.5","53,411","±3,888","8.7%","±0.6","26,738","±2,107","11.4%","±0.9","128,572","±5,496","12.1%","±0.5","134,866","±5,420","12.3%","±0.5","177,100","±5,339","10.7%","±0.3","121,390","±4,728","11.9%","±0.4","37,231","±3,000","9.9%","±0.8","100,157","±4,298","10.1%","±0.4","18,566","±2,103","12.1%","±1.4","32,279","±2,327","10.9%","±0.7","41,439","±2,944","11.0%","±0.7","32,424","±2,576","13.1%","±1.0","176,828","±6,062","12.6%","±0.4","31,393","±2,902","10.9%","±1.0","268,916","±6,979","11.1%","±0.3","163,207","±6,968","10.4%","±0.4","9,531","±1,408","9.3%","±1.4","205,941","±6,215","10.6%","±0.3","56,635","±3,024","10.5%","±0.5","75,715","±3,381","12.2%","±0.5","229,546","±6,462","11.1%","±0.3","20,815","±2,085","12.3%","±1.3","71,108","±3,622","9.8%","±0.5","15,359","±1,638","12.2%","±1.2","108,033","±5,191","10.8%","±0.5","354,294","±9,962","10.7%","±0.3","56,034","±3,325","12.7%","±0.7","14,359","±1,362","12.7%","±1.2","172,484","±6,278","12.3%","±0.4","142,080","±5,752","12.6%","±0.5","25,957","±2,471","10.1%","±1.0","118,507","±4,232","11.9%","±0.4","11,453","±1,444","12.5%","±1.5","41,926","±3,119","12.2%","±0.9"
"        30.0 to 34.9 percent","43,558","±3,121","6.1%","±0.4","8,121","±1,217","8.2%","±1.2","72,140","±4,176","7.6%","±0.4","25,204","±2,263","6.2%","±0.5","458,657","±10,885","9.3%","±0.2","72,183","±4,107","7.8%","±0.5","54,479","±3,706","8.9%","±0.6","13,460","±1,796","8.2%","±1.1","6,366","±1,389","7.6%","±1.6","220,258","±6,587","8.0%","±0.2","103,141","±5,326","6.9%","±0.3","16,695","±1,718","9.8%","±1.0","21,150","±2,024","7.8%","±0.8","162,582","±6,347","7.9%","±0.3","68,869","±3,768","6.0%","±0.3","33,632","±2,576","6.3%","±0.5","27,658","±2,035","6.3%","±0.4","42,382","±2,824","6.3%","±0.4","38,033","±2,911","6.2%","±0.5","18,124","±2,007","7.7%","±0.8","91,387","±4,391","8.6%","±0.4","92,592","±4,254","8.5%","±0.4","111,568","±4,089","6.7%","±0.2","72,039","±3,002","7.1%","±0.3","24,220","±2,498","6.4%","±0.6","66,785","±3,708","6.7%","±0.4","10,669","±1,216","7.0%","±0.8","19,857","±1,629","6.7%","±0.5","32,281","±2,353","8.5%","±0.6","23,039","±2,352","9.3%","±0.9","125,830","±5,750","9.0%","±0.4","22,775","±2,408","7.9%","±0.8","192,500","±6,849","8.0%","±0.3","111,052","±4,858","7.1%","±0.3","5,210","±968","5.1%","±0.9","129,127","±5,187","6.6%","±0.3","34,132","±2,370","6.3%","±0.4","50,308","±3,550","8.1%","±0.6","149,408","±5,085","7.2%","±0.2","13,025","±1,635","7.7%","±0.9","51,186","±4,162","7.1%","±0.6","7,979","±1,075","6.4%","±0.9","71,667","±4,169","7.2%","±0.4","228,956","±7,220","6.9%","±0.2","36,810","±2,764","8.3%","±0.6","10,078","±1,271","8.9%","±1.1","109,177","±5,108","7.8%","±0.3","102,321","±5,066","9.0%","±0.5","14,643","±1,719","5.7%","±0.7","75,047","±3,682","7.5%","±0.4","6,819","±1,530","7.4%","±1.6","34,544","±2,577","10.0%","±0.7"
"        35.0 percent or more","145,725","±5,431","20.4%","±0.7","18,324","±1,529","18.5%","±1.5","230,140","±7,481","24.1%","±0.7","76,707","±4,251","18.7%","±1.0","1,597,945","±18,079","32.6%","±0.3","208,046","±7,081","22.4%","±0.7","161,408","±6,222","26.4%","±0.9","37,069","±2,550","22.6%","±1.4","17,558","±1,635","21.0%","±1.9","848,389","±14,993","30.9%","±0.5","355,345","±9,565","23.8%","±0.6","57,863","±3,156","33.9%","±1.7","60,081","±3,538","22.3%","±1.2","512,261","±11,192","24.9%","±0.5","197,793","±5,498","17.3%","±0.5","78,080","±3,269","14.6%","±0.6","70,745","±3,812","16.0%","±0.9","130,509","±4,754","19.4%","±0.7","129,168","±5,842","21.1%","±0.9","56,393","±3,414","24.0%","±1.2","244,632","±6,236","23.1%","±0.5","276,649","±7,812","25.3%","±0.7","347,841","±6,567","20.9%","±0.4","190,421","±6,070","18.6%","±0.5","90,763","±5,305","24.0%","±1.4","196,319","±6,583","19.8%","±0.6","33,751","±2,456","22.0%","±1.4","49,308","±2,756","16.6%","±0.8","103,734","±4,304","27.4%","±0.9","60,345","±3,116","24.5%","±1.3","446,141","±11,011","31.9%","±0.6","67,746","±4,032","23.6%","±1.3","720,043","±10,031","29.8%","±0.4","343,720","±9,536","21.9%","±0.6","12,804","±1,908","12.5%","±1.8","377,888","±8,172","19.5%","±0.4","98,016","±3,461","18.1%","±0.6","169,389","±6,192","27.2%","±0.9","449,759","±9,433","21.7%","±0.4","47,982","±3,366","28.4%","±1.7","167,307","±6,333","23.1%","±0.8","19,584","±1,888","15.6%","±1.4","213,158","±7,354","21.4%","±0.7","686,348","±12,960","20.7%","±0.4","91,787","±4,044","20.8%","±0.9","29,211","±2,055","25.9%","±1.5","306,911","±8,502","21.8%","±0.5","285,153","±7,788","25.2%","±0.6","45,636","±3,034","17.8%","±1.1","216,308","±6,095","21.7%","±0.5","15,005","±1,837","16.4%","±1.8","129,309","±5,154","37.6%","±1.3"
"    Not computed","4,905","±1,149","(X)","(X)","174","±166","(X)","(X)","9,489","±1,533","(X)","(X)","3,057","±1,004","(X)","(X)","35,178","±3,882","(X)","(X)","4,567","±1,150","(X)","(X)","2,820","±766","(X)","(X)","1,059","±453","(X)","(X)","585","±379","(X)","(X)","23,706","±2,416","(X)","(X)","11,562","±1,767","(X)","(X)","880","±455","(X)","(X)","1,514","±531","(X)","(X)","9,886","±1,449","(X)","(X)","4,735","±1,215","(X)","(X)","1,569","±457","(X)","(X)","2,300","±749","(X)","(X)","3,275","±855","(X)","(X)","2,990","±885","(X)","(X)","1,054","±379","(X)","(X)","4,336","±1,155","(X)","(X)","3,868","±837","(X)","(X)","7,880","±1,242","(X)","(X)","2,772","±676","(X)","(X)","2,591","±696","(X)","(X)","4,666","±1,050","(X)","(X)","554","±364","(X)","(X)","1,418","±613","(X)","(X)","2,610","±600","(X)","(X)","837","±429","(X)","(X)","6,327","±1,319","(X)","(X)","3,538","±1,131","(X)","(X)","12,153","±1,736","(X)","(X)","9,202","±1,554","(X)","(X)","219","±152","(X)","(X)","8,136","±1,238","(X)","(X)","3,591","±898","(X)","(X)","3,121","±827","(X)","(X)","9,141","±1,820","(X)","(X)","402","±300","(X)","(X)","7,117","±1,339","(X)","(X)","418","±277","(X)","(X)","7,224","±1,512","(X)","(X)","19,589","±2,773","(X)","(X)","1,521","±591","(X)","(X)","141","±108","(X)","(X)","6,487","±1,268","(X)","(X)","5,840","±1,031","(X)","(X)","801","±364","(X)","(X)","3,544","±710","(X)","(X)","406","±351","(X)","(X)","5,657","±1,115","(X)","(X)"
"    Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)","511,421","±7,921","511,421","(X)","56,831","±2,698","56,831","(X)","515,234","±8,513","515,234","(X)","322,984","±5,858","322,984","(X)","1,837,641","±15,576","1,837,641","(X)","353,694","±6,901","353,694","(X)","270,419","±6,410","270,419","(X)","77,148","±3,276","77,148","(X)","25,641","±2,060","25,641","(X)","1,868,908","±20,327","1,868,908","(X)","707,644","±12,221","707,644","(X)","80,443","±3,238","80,443","(X)","134,728","±5,438","134,728","(X)","1,068,988","±11,811","1,068,988","(X)","560,046","±8,418","560,046","(X)","336,776","±5,679","336,776","(X)","287,957","±5,642","287,957","(X)","466,001","±8,609","466,001","(X)","514,829","±9,684","514,829","(X)","146,461","±4,487","146,461","(X)","368,262","±6,527","368,262","(X)","459,105","±8,748","459,105","(X)","1,021,036","±10,319","1,021,036","(X)","488,114","±6,595","488,114","(X)","346,170","±7,822","346,170","(X)","578,406","±8,477","578,406","(X)","116,478","±4,000","116,478","(X)","182,324","±3,990","182,324","(X)","161,051","±5,209","161,051","(X)","115,398","±4,225","115,398","(X)","624,474","±9,547","624,474","(X)","216,115","±5,735","216,115","(X)","1,433,154","±13,211","1,433,154","(X)","828,593","±12,333","828,593","(X)","90,239","±3,109","90,239","(X)","1,051,673","±12,334","1,051,673","(X)","397,357","±6,248","397,357","(X)","299,129","±7,070","299,129","(X)","1,313,953","±11,739","1,313,953","(X)","75,611","±3,757","75,611","(X)","481,685","±9,318","481,685","(X)","95,779","±2,645","95,779","(X)","642,174","±9,930","642,174","(X)","2,268,058","±22,145","2,268,058","(X)","177,427","±4,455","177,427","(X)","66,346","±2,541","66,346","(X)","583,297","±8,781","583,297","(X)","495,601","±10,490","495,601","(X)","273,216","±6,308","273,216","(X)","531,153","±6,455","531,153","(X)","62,228","±3,007","62,228","(X)","484,028","±6,516","484,028","(X)"
"        Less than 10.0 percent","243,428","±6,038","47.6%","±0.9","27,814","±2,125","48.9%","±2.9","248,308","±6,276","48.2%","±0.9","161,592","±4,918","50.0%","±1.2","850,531","±10,694","46.3%","±0.4","180,752","±5,235","51.1%","±1.2","77,917","±3,622","28.8%","±1.1","35,546","±2,020","46.1%","±2.5","11,593","±1,369","45.2%","±4.3","747,007","±12,051","40.0%","±0.5","331,518","±9,205","46.8%","±0.9","40,324","±2,300","50.1%","±2.3","69,301","±3,705","51.4%","±1.9","400,145","±8,002","37.4%","±0.6","264,990","±6,446","47.3%","±0.9","155,929","±4,741","46.3%","±1.1","126,245","±4,246","43.8%","±1.2","230,820","±7,090","49.5%","±1.1","274,799","±7,501","53.4%","±1.0","51,869","±2,328","35.4%","±1.5","167,489","±5,170","45.5%","±1.2","153,827","±5,276","33.5%","±0.9","384,517","±8,328","37.7%","±0.6","222,975","±4,752","45.7%","±0.9","153,716","±6,230","44.4%","±1.3","252,785","±5,919","43.7%","±0.8","55,341","±3,135","47.5%","±1.9","77,211","±2,641","42.3%","±1.2","82,505","±3,911","51.2%","±1.8","29,047","±2,049","25.2%","±1.8","147,068","±5,485","23.6%","±0.8","110,263","±4,932","51.0%","±1.6","477,442","±9,146","33.3%","±0.6","372,616","±8,483","45.0%","±0.8","52,194","±2,615","57.8%","±2.3","436,811","±8,101","41.5%","±0.6","191,503","±4,390","48.2%","±0.9","120,419","±4,825","40.3%","±1.3","490,013","±8,332","37.3%","±0.5","22,296","±2,377","29.5%","±2.5","226,290","±6,340","47.0%","±1.0","45,240","±2,236","47.2%","±2.0","310,487","±8,393","48.3%","±1.0","1,019,928","±14,153","45.0%","±0.5","99,133","±3,546","55.9%","±1.6","16,166","±1,474","24.4%","±2.0","285,081","±7,132","48.9%","±0.9","215,062","±6,347","43.4%","±0.9","147,463","±5,185","54.0%","±1.5","187,502","±4,822","35.3%","±0.8","35,073","±2,156","56.4%","±2.6","231,610","±6,506","47.9%","±1.0"
"        10.0 to 14.9 percent","97,807","±4,176","19.1%","±0.8","11,461","±1,551","20.2%","±2.4","95,255","±3,912","18.5%","±0.7","65,105","±3,491","20.2%","±1.0","321,326","±7,580","17.5%","±0.4","66,239","±3,511","18.7%","±0.9","48,330","±2,542","17.9%","±0.9","14,158","±1,617","18.4%","±1.8","4,421","±768","17.2%","±3.0","362,156","±7,358","19.4%","±0.3","136,328","±5,490","19.3%","±0.7","15,014","±1,900","18.7%","±2.1","25,824","±2,435","19.2%","±1.6","223,340","±6,353","20.9%","±0.6","119,021","±4,913","21.3%","±0.8","68,255","±3,111","20.3%","±0.9","61,013","±3,314","21.2%","±1.1","91,026","±4,232","19.5%","±0.9","86,302","±3,937","16.8%","±0.7","28,806","±2,173","19.7%","±1.3","69,378","±3,591","18.8%","±0.9","87,540","±4,016","19.1%","±0.8","221,941","±5,815","21.7%","±0.6","96,827","±3,949","19.8%","±0.7","67,951","±3,725","19.6%","±1.0","121,736","±4,876","21.0%","±0.8","21,656","±1,956","18.6%","±1.6","40,708","±2,024","22.3%","±1.0","28,007","±2,354","17.4%","±1.3","24,355","±2,307","21.1%","±1.7","121,184","±4,322","19.4%","±0.6","38,474","±2,950","17.8%","±1.3","265,644","±6,758","18.5%","±0.4","161,234","±5,797","19.5%","±0.6","13,990","±1,361","15.5%","±1.3","231,190","±6,509","22.0%","±0.6","83,070","±3,479","20.9%","±0.8","60,623","±3,333","20.3%","±1.1","266,985","±6,867","20.3%","±0.5","16,177","±1,891","21.4%","±2.3","93,070","±3,894","19.3%","±0.7","19,597","±1,682","20.5%","±1.5","129,642","±4,901","20.2%","±0.7","461,399","±8,829","20.3%","±0.4","33,310","±2,423","18.8%","±1.3","13,103","±1,527","19.7%","±2.0","112,861","±3,844","19.3%","±0.6","100,925","±4,728","20.4%","±0.8","50,448","±3,647","18.5%","±1.2","115,543","±3,949","21.8%","±0.7","10,193","±1,455","16.4%","±2.1","85,502","±4,117","17.7%","±0.9"
"        15.0 to 19.9 percent","56,383","±3,307","11.0%","±0.6","4,925","±912","8.7%","±1.5","53,645","±3,713","10.4%","±0.7","34,566","±2,712","10.7%","±0.8","191,879","±6,176","10.4%","±0.3","35,200","±2,385","10.0%","±0.7","34,983","±2,312","12.9%","±0.8","8,469","±1,173","11.0%","±1.4","3,188","±869","12.4%","±3.2","226,393","±6,852","12.1%","±0.4","73,268","±3,864","10.4%","±0.5","8,803","±1,668","10.9%","±2.0","14,066","±1,642","10.4%","±1.1","130,836","±5,131","12.2%","±0.5","60,121","±3,300","10.7%","±0.6","38,367","±2,371","11.4%","±0.7","34,659","±2,138","12.0%","±0.7","49,617","±3,030","10.6%","±0.6","50,310","±3,823","9.8%","±0.7","18,236","±1,583","12.5%","±1.0","39,262","±2,596","10.7%","±0.7","59,639","±3,217","13.0%","±0.7","129,531","±4,085","12.7%","±0.4","53,981","±2,672","11.1%","±0.5","40,701","±3,024","11.8%","±0.9","69,663","±3,714","12.0%","±0.6","12,327","±1,251","10.6%","±1.1","22,635","±1,972","12.4%","±1.0","14,299","±1,624","8.9%","±1.0","15,680","±1,557","13.6%","±1.3","84,832","±4,412","13.6%","±0.7","23,213","±2,006","10.7%","±0.9","185,070","±5,315","12.9%","±0.3","94,534","±4,144","11.4%","±0.5","8,314","±1,148","9.2%","±1.2","129,757","±5,234","12.3%","±0.5","45,079","±2,375","11.3%","±0.6","32,212","±2,436","10.8%","±0.7","166,553","±4,585","12.7%","±0.4","11,106","±1,430","14.7%","±1.7","49,349","±3,749","10.2%","±0.7","10,714","±1,246","11.2%","±1.3","67,920","±3,943","10.6%","±0.6","261,501","±8,348","11.5%","±0.3","14,551","±1,789","8.2%","±1.0","10,394","±1,077","15.7%","±1.7","64,351","±3,266","11.0%","±0.5","57,025","±3,329","11.5%","±0.6","27,310","±2,694","10.0%","±0.9","72,771","±3,362","13.7%","±0.6","6,538","±1,110","10.5%","±1.7","50,270","±3,266","10.4%","±0.7"
