"","Alabama","","","","Alaska","","","","Arizona","","","","Arkansas","","","","California","","","","Colorado","","","","Connecticut","","","","Delaware","","","","District of Columbia","","","","Florida","","","","Georgia","","","","Hawaii","","","","Idaho","","","","Illinois","","","","Indiana","","","","Iowa","","","","Kansas","","","","Kentucky","","","","Louisiana","","","","Maine","","","","Maryland","","","","Massachusetts","","","","Michigan","","","","Minnesota","","","","Mississippi","","","","Missouri","","","","Montana","","","","Nebraska","","","","Nevada","","","","New Hampshire","","","","New Jersey","","","","New Mexico","","","","New York","","","","North Carolina","","","","North Dakota","","","","Ohio","","","","Oklahoma","","","","Oregon","","","","Pennsylvania","","","","Rhode Island","","","","South Carolina","","","","South Dakota","","","","Tennessee","","","","Texas","","","","Utah","","","","Vermont","","","","Virginia","","","","Washington","","","","West Virginia","","","","Wisconsin","","","","Wyoming","","","","Puerto Rico","","",""
"        1-unit, attached","34,490","±2,811","1.6%","±0.1","23,535","±2,721","7.6%","±0.9","136,953","±5,309","4.7%","±0.2","19,488","±2,064","1.5%","±0.2","965,307","±14,796","6.9%","±0.1","162,811","±6,085","7.2%","±0.3","75,898","±3,736","5.1%","±0.3","58,286","±3,017","14.0%","±0.7","77,933","±3,733","25.5%","±1.2","557,451","±11,575","6.1%","±0.1","153,526","±6,695","3.7%","±0.2","45,578","±2,523","8.6%","±0.5","18,763","±1,997","2.7%","±0.3","301,064","±7,192","5.7%","±0.1","104,365","±4,730","3.7%","±0.2","52,967","±3,386","3.9%","±0.2","56,998","±3,560","4.6%","±0.3","44,988","±2,934","2.3%","±0.2","52,996","±3,079","2.6%","±0.2","16,283","±1,953","2.2%","±0.3","516,405","±8,033","21.3%","±0.3","151,730","±5,478","5.4%","±0.2","207,520","±6,049","4.6%","±0.1","178,198","±6,236","7.5%","±0.3","13,779","±1,931","1.1%","±0.1","96,260","±4,821","3.5%","±0.2","15,371","±1,841","3.1%","±0.4","30,206","±2,383","3.7%","±0.3","52,722","±3,336","4.4%","±0.3","31,611","±2,671","5.1%","±0.4","333,741","±7,529","9.3%","±0.2","34,138","±2,641","3.7%","±0.3","397,743","±9,585","4.9%","±0.1","176,118","±6,371","4.0%","±0.1","17,946","±2,106","5.1%","±0.6","223,555","±6,503","4.3%","±0.1","33,800","±2,383","2.0%","±0.1","74,709","±3,943","4.4%","±0.2","1,030,394","±11,529","18.4%","±0.2","14,284","±1,745","3.1%","±0.4","68,995","±4,921","3.2%","±0.2","12,491","±1,563","3.3%","±0.4","83,436","±4,358","2.9%","±0.2","264,334","±7,966","2.5%","±0.1","58,089","±3,371","5.7%","±0.3","12,444","±1,501","3.8%","±0.5","380,646","±7,557","11.0%","±0.2","104,961","±4,614","3.5%","±0.2","18,604","±1,991","2.1%","±0.2","113,075","±5,005","4.3%","±0.2","11,480","±1,706","4.3%","±0.6","197,154","±6,093","12.5%","±0.4"
"        2 units","46,215","±3,164","2.1%","±0.1","15,962","±1,952","5.2%","±0.6","38,845","±3,106","1.3%","±0.1","41,685","±3,376","3.1%","±0.3","350,799","±8,180","2.5%","±0.1","35,096","±3,310","1.5%","±0.1","125,414","±5,702","8.4%","±0.4","7,166","±1,382","1.7%","±0.3","9,370","±1,206","3.1%","±0.4","205,364","±9,313","2.2%","±0.1","92,233","±5,888","2.2%","±0.1","12,899","±1,741","2.4%","±0.3","14,992","±1,915","2.2%","±0.3","307,845","±8,268","5.8%","±0.2","72,178","±4,358","2.6%","±0.2","29,904","±2,609","2.2%","±0.2","32,482","±2,561","2.6%","±0.2","58,963","±3,841","3.0%","±0.2","86,099","±4,316","4.3%","±0.2","39,212","±3,249","5.4%","±0.4","38,682","±3,189","1.6%","±0.1","285,813","±8,423","10.1%","±0.3","115,604","±4,550","2.5%","±0.1","53,741","±3,350","2.3%","±0.1","30,449","±2,632","2.4%","±0.2","90,595","±4,367","3.3%","±0.2","16,321","±1,900","3.3%","±0.4","16,733","±1,804","2.1%","±0.2","16,417","±2,022","1.4%","±0.2","36,866","±2,878","5.9%","±0.5","337,764","±8,095","9.4%","±0.2","17,168","±2,325","1.9%","±0.3","880,997","±13,560","10.8%","±0.2","99,179","±5,491","2.2%","±0.1","6,255","±1,264","1.8%","±0.4","235,821","±7,145","4.6%","±0.1","36,772","±2,879","2.2%","±0.2","51,509","±4,397","3.0%","±0.3","258,336","±8,045","4.6%","±0.1","52,753","±3,572","11.4%","±0.8","53,590","±3,797","2.4%","±0.2","6,275","±1,275","1.7%","±0.3","92,699","±4,821","3.2%","±0.2","201,970","±7,226","1.9%","±0.1","34,658","±3,159","3.4%","±0.3","18,825","±2,138","5.8%","±0.7","57,140","±3,636","1.7%","±0.1","81,520","±5,469","2.8%","±0.2","19,137","±2,120","2.2%","±0.2","180,632","±7,158","6.8%","±0.3","6,239","±1,205","2.3%","±0.4","59,692","±3,666","3.8%","±0.2"
"        3 or 4 units","64,204","±4,083","2.9%","±0.2","25,175","±2,328","8.2%","±0.8","96,955","±4,399","3.3%","±0.2","41,609","±4,134","3.1%","±0.3","781,016","±13,737","5.6%","±0.1","75,395","±4,895","3.3%","±0.2","128,310","±5,150","8.6%","±0.3","10,043","±1,457","2.4%","±0.3","21,720","±1,997","7.1%","±0.7","360,053","±8,653","3.9%","±0.1","127,098","±6,349","3.1%","±0.2","26,776","±2,466","5.1%","±0.5","31,312","±3,161","4.6%","±0.5","354,607","±7,732","6.7%","±0.1","98,581","±5,153","3.5%","±0.2","45,164","±3,000","3.3%","±0.2","39,623","±3,048","3.2%","±0.2","81,875","±4,727","4.2%","±0.2","85,028","±4,541","4.2%","±0.2","42,536","±3,220","5.8%","±0.4","58,044","±3,693","2.4%","±0.2","298,013","±8,849","10.5%","±0.3","121,538","±5,618","2.7%","±0.1","50,092","±2,854","2.1%","±0.1","37,557","±2,773","2.9%","±0.2","123,837","±4,948","4.5%","±0.2","25,022","±2,450","5.1%","±0.5","20,728","±2,053","2.5%","±0.3","76,409","±4,558","6.4%","±0.4","36,903","±2,692","6.0%","±0.4","237,886","±6,934","6.6%","±0.2","33,693","±2,773","3.7%","±0.3","600,848","±11,333","7.3%","±0.1","123,096","±5,604","2.8%","±0.1","14,378","±1,953","4.1%","±0.6","227,084","±6,383","4.4%","±0.1","44,838","±2,671","2.6%","±0.2","76,530","±4,392","4.5%","±0.3","234,066","±6,363","4.2%","±0.1","62,000","±3,196","13.4%","±0.7","64,136","±5,049","2.9%","±0.2","14,107","±2,019","3.7%","±0.5","91,133","±4,907","3.2%","±0.2","345,636","±10,079","3.3%","±0.1","43,661","±3,167","4.3%","±0.3","20,953","±1,968","6.4%","±0.6","98,614","±5,153","2.9%","±0.1","111,433","±5,209","3.8%","±0.2","24,030","±2,647","2.7%","±0.3","99,269","±5,405","3.7%","±0.2","11,853","±1,961","4.4%","±0.7","58,022","±3,555","3.7%","±0.2"
"        5 to 9 units","95,835","±5,309","4.3%","±0.2","13,523","±1,758","4.4%","±0.6","122,690","±5,646","4.2%","±0.2","48,399","±3,980","3.6%","±0.3","876,765","±13,924","6.3%","±0.1","103,825","±5,196","4.6%","±0.2","86,113","±4,958","5.8%","±0.3","16,316","±2,233","3.9%","±0.5","24,058","±2,626","7.9%","±0.9","484,492","±12,820","5.3%","±0.1","207,869","±7,480","5.0%","±0.2","36,087","±2,673","6.8%","±0.5","20,859","±2,259","3.0%","±0.3","342,125","±8,438","6.4%","±0.2","135,416","±5,937","4.8%","±0.2","52,583","±3,492","3.9%","±0.3","49,150","±3,971","3.9%","±0.3","95,076","±5,320","4.9%","±0.3","69,063","±4,449","3.4%","±0.2","28,851","±2,700","4.0%","±0.4","122,665","±5,370","5.1%","±0.2","168,386","±6,222","6.0%","±0.2","194,644","±6,303","4.3%","±0.1","51,673","±3,884","2.2%","±0.2","62,638","±3,737","4.8%","±0.3","113,355","±6,204","4.1%","±0.2","15,164","±1,867","3.1%","±0.4","30,711","±2,359","3.8%","±0.3","102,378","±4,692","8.5%","±0.4","28,855","±2,755","4.7%","±0.4","177,865","±6,437","5.0%","±0.2","25,502","±3,008","2.8%","±0.3","425,776","±9,816","5.2%","±0.1","198,459","±7,280","4.5%","±0.2","13,469","±1,991","3.8%","±0.6","253,775","±6,602","4.9%","±0.1","65,855","±3,502","3.9%","±0.2","80,425","±4,616","4.7%","±0.3","180,612","±6,167","3.2%","±0.1","23,696","±2,457","5.1%","±0.5","98,041","±4,531","4.5%","±0.2","13,580","±1,782","3.6%","±0.5","139,873","±5,400","4.9%","±0.2","517,265","±12,051","5.0%","±0.1","35,490","±2,532","3.5%","±0.2","14,307","±1,549","4.4%","±0.5","159,476","±6,214","4.6%","±0.2","142,376","±6,310","4.8%","±0.2","27,436","±2,789","3.1%","±0.3","129,660","±4,886","4.9%","±0.2","8,551","±1,535","3.2%","±0.6","71,573","±3,349","4.6%","±0.2"
"        10 to 19 units","72,216","±4,652","3.3%","±0.2","8,512","±1,621","2.8%","±0.5","159,792","±7,069","5.5%","±0.2","46,493","±3,757","3.5%","±0.3","723,019","±14,857","5.2%","±0.1","133,664","±7,285","5.9%","±0.3","59,476","±3,983","4.0%","±0.3","24,713","±2,683","5.9%","±0.6","35,632","±2,603","11.6%","±0.8","544,299","±13,733","6.0%","±0.2","195,473","±7,827","4.7%","±0.2","28,281","±2,689","5.3%","±0.5","15,592","±2,492","2.3%","±0.4","207,722","±6,707","3.9%","±0.1","106,628","±5,868","3.8%","±0.2","53,261","±3,584","3.9%","±0.3","45,568","±3,253","3.6%","±0.3","67,984","±3,954","3.5%","±0.2","61,261","±4,159","3.0%","±0.2","10,981","±1,603","1.5%","±0.2","207,733","±6,463","8.6%","±0.3","128,538","±5,430","4.5%","±0.2","165,208","±6,307","3.6%","±0.1","83,392","±4,409","3.5%","±0.2","28,458","±2,958","2.2%","±0.2","94,509","±5,073","3.5%","±0.2","9,126","±1,456","1.9%","±0.3","44,635","±3,465","5.5%","±0.4","65,955","±3,949","5.5%","±0.3","21,704","±2,555","3.5%","±0.4","182,402","±6,508","5.1%","±0.2","25,013","±2,696","2.7%","±0.3","344,306","±10,031","4.2%","±0.1","192,517","±7,083","4.3%","±0.2","20,955","±2,007","6.0%","±0.6","213,316","±8,082","4.1%","±0.2","57,680","±3,474","3.4%","±0.2","64,502","±4,697","3.8%","±0.3","139,983","±6,023","2.5%","±0.1","17,676","±2,060","3.8%","±0.4","77,295","±4,635","3.5%","±0.2","13,769","±1,886","3.7%","±0.5","100,585","±6,134","3.5%","±0.2","681,302","±12,597","6.5%","±0.1","46,433","±3,610","4.5%","±0.4","6,151","±1,073","1.9%","±0.3","203,799","±7,276","5.9%","±0.2","151,638","±5,844","5.1%","±0.2","15,038","±1,732","1.7%","±0.2","91,411","±4,247","3.5%","±0.2","7,311","±1,724","2.7%","±0.6","50,258","±3,324","3.2%","±0.2"
"        20 or more units","89,112","±4,165","4.0%","±0.2","16,223","±2,152","5.3%","±0.7","189,823","±7,648","6.5%","±0.3","35,434","±2,599","2.6%","±0.2","1,594,301","±15,626","11.5%","±0.1","240,293","±6,645","10.6%","±0.3","127,971","±4,766","8.6%","±0.3","16,714","±1,910","4.0%","±0.5","102,257","±4,027","33.4%","±1.3","1,212,919","±14,523","13.3%","±0.2","235,597","±7,269","5.7%","±0.2","98,229","±3,254","18.5%","±0.6","23,550","±2,506","3.4%","±0.4","547,328","±9,403","10.3%","±0.2","119,723","±4,578","4.2%","±0.2","72,272","±3,620","5.3%","±0.3","55,840","±3,358","4.5%","±0.3","61,247","±3,833","3.1%","±0.2","83,367","±4,495","4.1%","±0.2","22,190","±2,379","3.0%","±0.3","204,036","±5,780","8.4%","±0.2","297,926","±8,479","10.5%","±0.3","221,814","±5,822","4.9%","±0.1","280,584","±7,131","11.8%","±0.3","30,465","±2,753","2.4%","±0.2","123,626","±5,356","4.5%","±0.2","13,618","±1,757","2.8%","±0.4","53,230","±3,004","6.5%","±0.4","108,196","±4,542","9.0%","±0.4","38,117","±2,574","6.1%","±0.4","373,053","±9,099","10.4%","±0.3","34,247","±3,121","3.8%","±0.3","1,934,092","±14,488","23.6%","±0.2","181,264","±6,243","4.1%","±0.1","41,302","±3,332","11.8%","±0.9","267,676","±7,604","5.2%","±0.1","63,493","±3,001","3.7%","±0.2","132,178","±5,783","7.8%","±0.3","329,790","±7,432","5.9%","±0.1","35,107","±2,688","7.6%","±0.6","100,088","±4,893","4.6%","±0.2","23,836","±1,626","6.3%","±0.4","122,715","±5,346","4.3%","±0.2","853,233","±13,984","8.2%","±0.1","62,660","±3,506","6.1%","±0.3","13,511","±1,640","4.1%","±0.5","245,633","±5,607","7.1%","±0.2","286,128","±7,051","9.7%","±0.2","22,560","±2,041","2.6%","±0.2","181,012","±5,317","6.8%","±0.2","10,589","±1,799","3.9%","±0.7","88,694","±3,493","5.6%","±0.2"
"        Mobile home","296,786","±8,197","13.4%","±0.4","13,923","±1,661","4.5%","±0.5","303,872","±7,604","10.4%","±0.3","167,783","±5,764","12.5%","±0.4","527,939","±11,264","3.8%","±0.1","102,341","±5,066","4.5%","±0.2","10,584","±1,402","0.7%","±0.1","37,554","±2,784","9.0%","±0.7","73","±91","0.0%","±0.1","837,729","±12,167","9.2%","±0.1","380,605","±9,920","9.2%","±0.2","1,030","±373","0.2%","±0.1","60,050","±3,843","8.8%","±0.6","132,591","±5,110","2.5%","±0.1","140,174","±5,033","5.0%","±0.2","49,336","±2,855","3.6%","±0.2","57,849","±2,868","4.6%","±0.2","234,229","±6,469","12.0%","±0.3","262,505","±7,411","13.1%","±0.4","61,292","±3,038","8.4%","±0.4","33,482","±2,840","1.4%","±0.1","23,431","±2,569","0.8%","±0.1","241,774","±7,206","5.3%","±0.2","80,693","±2,860","3.4%","±0.1","191,578","±7,798","14.8%","±0.6","171,396","±6,283","6.3%","±0.2","58,232","±2,889","11.8%","±0.6","29,274","±1,954","3.6%","±0.2","66,541","±3,191","5.5%","±0.3","37,116","±2,877","6.0%","±0.5","34,269","±2,955","1.0%","±0.1","146,013","±4,949","16.0%","±0.5","195,928","±6,280","2.4%","±0.1","586,075","±10,891","13.2%","±0.2","28,333","±2,330","8.1%","±0.7","197,972","±6,518","3.8%","±0.1","159,733","±3,750","9.4%","±0.2","138,856","±4,613","8.2%","±0.3","222,733","±5,111","4.0%","±0.1","3,935","±946","0.9%","±0.2","362,634","±8,460","16.6%","±0.4","31,590","±2,447","8.4%","±0.7","268,858","±8,654","9.4%","±0.3","771,732","±12,867","7.4%","±0.1","36,288","±2,782","3.5%","±0.3","24,270","±1,852","7.4%","±0.6","177,674","±5,959","5.2%","±0.2","200,171","±6,935","6.8%","±0.2","136,177","±6,091","15.4%","±0.7","91,472","±3,390","3.5%","±0.1","35,986","±2,444","13.4%","±0.9","5,135","±1,095","0.3%","±0.1"
"        Boat, RV, van, etc.","1,674","±612","0.1%","±0.1","404","±289","0.1%","±0.1","10,098","±1,502","0.3%","±0.1","2,065","±679","0.2%","±0.1","15,104","±2,264","0.1%","±0.1","1,666","±558","0.1%","±0.1","131","±158","0.0%","±0.1","46","±76","0.0%","±0.1","0","±198","0.0%","±0.1","10,194","±1,636","0.1%","±0.1","2,720","±1,016","0.1%","±0.1","79","±92","0.0%","±0.1","1,023","±522","0.1%","±0.1","1,306","±407","0.0%","±0.1","951","±467","0.0%","±0.1","385","±283","0.0%","±0.1","414","±258","0.0%","±0.1","1,230","±569","0.1%","±0.1","2,371","±807","0.1%","±0.1","385","±251","0.1%","±0.1","637","±416","0.0%","±0.1","1,358","±592","0.0%","±0.1","1,243","±654","0.0%","±0.1","683","±344","0.0%","±0.1","1,751","±780","0.1%","±0.1","2,024","±871","0.1%","±0.1","409","±286","0.1%","±0.1","224","±245","0.0%","±0.1","1,140","±556","0.1%","±0.1","119","±136","0.0%","±0.1","243","±195","0.0%","±0.1","2,428","±732","0.3%","±0.1","3,405","±1,083","0.0%","±0.1","1,803","±680","0.0%","±0.1","102","±76","0.0%","±0.1","1,506","±611","0.0%","±0.1","2,928","±763","0.2%","±0.1","3,660","±867","0.2%","±0.1","1,210","±628","0.0%","±0.1","634","±547","0.1%","±0.1","1,034","±425","0.0%","±0.1","33","±31","0.0%","±0.1","2,639","±922","0.1%","±0.1","17,470","±2,109","0.2%","±0.1","366","±260","0.0%","±0.1","204","±241","0.1%","±0.1","1,017","±574","0.0%","±0.1","4,417","±1,081","0.1%","±0.1","572","±351","0.1%","±0.1","331","±153","0.0%","±0.1","529","±386","0.2%","±0.1","0","±220","0.0%","±0.1"
"YEAR STRUCTURE BUILT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total housing units","2,208,030","±227","2,208,030","(X)","308,571","±146","308,571","(X)","2,909,336","±295","2,909,336","(X)","1,341,081","±220","1,341,081","(X)","13,901,594","±650","13,901,594","(X)","2,276,280","±400","2,276,280","(X)","1,493,632","±200","1,493,632","(X)","417,413","±177","417,413","(X)","306,184","±59","306,184","(X)","9,144,650","±525","9,144,650","(X)","4,151,387","±330","4,151,387","(X)","530,118","±111","530,118","(X)","685,098","±193","685,098","(X)","5,307,508","±476","5,307,508","(X)","2,829,630","±369","2,829,630","(X)","1,362,034","±268","1,362,034","(X)","1,248,861","±282","1,248,861","(X)","1,950,504","±332","1,950,504","(X)","2,011,037","±311","2,011,037","(X)","727,693","±371","727,693","(X)","2,422,317","±480","2,422,317","(X)","2,828,592","±282","2,828,592","(X)","4,540,088","±421","4,540,088","(X)","2,385,261","±807","2,385,261","(X)","1,294,738","±248","1,294,738","(X)","2,735,803","±422","2,735,803","(X)","491,515","±177","491,515","(X)","814,957","±401","814,957","(X)","1,198,969","±113","1,198,969","(X)","619,865","±149","619,865","(X)","3,591,847","±406","3,591,847","(X)","912,910","±247","912,910","(X)","8,191,528","±847","8,191,528","(X)","4,452,464","±373","4,452,464","(X)","350,534","±369","350,534","(X)","5,147,282","±631","5,147,282","(X)","1,699,556","±314","1,699,556","(X)","1,700,611","±190","1,700,611","(X)","5,590,712","±960","5,590,712","(X)","462,630","±91","462,630","(X)","2,188,258","±405","2,188,258","(X)","376,347","±206","376,347","(X)","2,869,419","±337","2,869,419","(X)","10,426,760","±740","10,426,760","(X)","1,022,593","±149","1,022,593","(X)","325,774","±97","325,774","(X)","3,446,585","±488","3,446,585","(X)","2,963,293","±257","2,963,293","(X)","884,574","±231","884,574","(X)","2,648,342","±755","2,648,342","(X)","268,205","±116","268,205","(X)","1,571,275","±7,659","1,571,275","(X)"
"        Built 2010 or later","59,554","±3,650","2.7%","±0.2","8,328","±1,629","2.7%","±0.5","58,183","±2,979","2.0%","±0.1","39,856","±3,502","3.0%","±0.3","179,632","±6,495","1.3%","±0.1","54,404","±3,216","2.4%","±0.1","12,930","±1,789","0.9%","±0.1","12,365","±1,780","3.0%","±0.4","7,268","±1,188","2.4%","±0.4","158,574","±6,164","1.7%","±0.1","83,829","±5,246","2.0%","±0.1","10,406","±1,301","2.0%","±0.2","17,480","±2,140","2.6%","±0.3","57,699","±3,897","1.1%","±0.1","56,686","±3,608","2.0%","±0.1","34,465","±2,767","2.5%","±0.2","20,247","±2,274","1.6%","±0.2","45,191","±3,284","2.3%","±0.2","63,448","±4,512","3.2%","±0.2","10,170","±1,404","1.4%","±0.2","49,422","±2,810","2.0%","±0.1","33,653","±2,512","1.2%","±0.1","44,816","±3,189","1.0%","±0.1","40,715","±2,643","1.7%","±0.1","37,668","±3,649","2.9%","±0.3","50,453","±3,158","1.8%","±0.1","11,382","±1,752","2.3%","±0.4","19,252","±1,757","2.4%","±0.2","26,623","±2,192","2.2%","±0.2","10,362","±1,560","1.7%","±0.3","46,928","±3,118","1.3%","±0.1","16,258","±1,845","1.8%","±0.2","87,594","±4,325","1.1%","±0.1","128,036","±5,273","2.9%","±0.1","20,681","±2,361","5.9%","±0.7","66,226","±4,275","1.3%","±0.1","52,663","±2,873","3.1%","±0.2","28,594","±2,697","1.7%","±0.2","69,621","±4,173","1.2%","±0.1","3,485","±902","0.8%","±0.2","62,099","±3,246","2.8%","±0.1","11,055","±1,191","2.9%","±0.3","83,564","±4,811","2.9%","±0.2","458,244","±12,000","4.4%","±0.1","38,702","±3,004","3.8%","±0.3","4,931","±1,038","1.5%","±0.3","86,006","±4,003","2.5%","±0.1","86,357","±4,823","2.9%","±0.2","13,720","±1,637","1.6%","±0.2","35,144","±2,380","1.3%","±0.1","8,694","±1,532","3.2%","±0.6","9,310","±1,499","0.6%","±0.1"
"        Built 2000 to 2009","364,224","±8,873","16.5%","±0.4","52,905","±3,000","17.1%","±1.0","745,398","±9,224","25.6%","±0.3","235,584","±7,459","17.6%","±0.6","1,623,930","±16,490","11.7%","±0.1","440,235","±9,203","19.3%","±0.4","103,275","±3,721","6.9%","±0.2","81,388","±4,152","19.5%","±1.0","28,782","±2,494","9.4%","±0.8","1,859,798","±19,824","20.3%","±0.2","950,875","±13,956","22.9%","±0.3","77,376","±4,304","14.6%","±0.8","146,043","±6,295","21.3%","±0.9","586,525","±11,591","11.1%","±0.2","364,022","±9,157","12.9%","±0.3","159,175","±5,578","11.7%","±0.4","147,642","±5,143","11.8%","±0.4","293,569","±8,224","15.1%","±0.4","327,026","±8,702","16.3%","±0.4","92,955","±4,190","12.8%","±0.6","294,872","±7,579","12.2%","±0.3","206,353","±6,505","7.3%","±0.2","457,878","±8,300","10.1%","±0.2","342,273","±6,601","14.3%","±0.3","232,410","±7,006","18.0%","±0.5","384,760","±8,065","14.1%","±0.3","75,554","±3,799","15.4%","±0.8","100,500","±3,634","12.3%","±0.4","357,940","±6,813","29.9%","±0.6","74,446","±3,657","12.0%","±0.6","342,869","±7,268","9.5%","±0.2","141,154","±6,328","15.5%","±0.7","533,390","±10,766","6.5%","±0.1","904,893","±13,170","20.3%","±0.3","46,378","±3,234","13.2%","±0.9","503,087","±8,789","9.8%","±0.2","238,508","±5,959","14.0%","±0.4","257,488","±8,151","15.1%","±0.5","462,747","±10,595","8.3%","±0.2","27,165","±2,381","5.9%","±0.5","446,564","±9,490","20.4%","±0.4","59,211","±3,078","15.7%","±0.8","484,020","±9,751","16.9%","±0.3","2,175,669","±22,042","20.9%","±0.2","221,407","±6,945","21.7%","±0.7","36,547","±2,089","11.2%","±0.6","548,484","±9,801","15.9%","±0.3","475,290","±9,840","16.0%","±0.3","98,933","±4,751","11.2%","±0.5","345,895","±6,239","13.1%","±0.2","41,768","±2,868","15.6%","±1.1","196,707","±6,118","12.5%","±0.4"
"        Built 1990 to 1999","405,161","±9,738","18.3%","±0.4","43,208","±2,407","14.0%","±0.8","597,589","±10,454","20.5%","±0.4","240,567","±6,724","17.9%","±0.5","1,493,455","±14,981","10.7%","±0.1","377,037","±8,089","16.6%","±0.4","114,472","±4,598","7.7%","±0.3","71,502","±3,352","17.1%","±0.8","6,960","±1,032","2.3%","±0.3","1,576,993","±19,593","17.2%","±0.2","885,297","±11,893","21.3%","±0.3","75,848","±3,742","14.3%","±0.7","132,317","±5,728","19.3%","±0.8","573,982","±9,934","10.8%","±0.2","423,590","±9,199","15.0%","±0.3","145,169","±4,701","10.7%","±0.3","154,112","±5,265","12.3%","±0.4","336,398","±8,816","17.2%","±0.5","247,930","±8,430","12.3%","±0.4","89,944","±3,858","12.4%","±0.5","361,491","±6,726","14.9%","±0.3","215,618","±6,963","7.6%","±0.2","600,854","±9,531","13.2%","±0.2","325,737","±6,343","13.7%","±0.3","232,746","±7,174","18.0%","±0.6","405,157","±8,511","14.8%","±0.3","70,111","±3,716","14.3%","±0.8","88,765","±3,273","10.9%","±0.4","331,206","±6,401","27.6%","±0.5","69,723","±3,326","11.2%","±0.5","346,229","±7,873","9.6%","±0.2","161,958","±5,226","17.7%","±0.6","508,852","±9,328","6.2%","±0.1","907,419","±14,630","20.4%","±0.3","38,657","±2,565","11.0%","±0.7","613,270","±12,278","11.9%","±0.2","202,487","±5,696","11.9%","±0.3","288,836","±7,904","17.0%","±0.5","529,240","±9,368","9.5%","±0.2","34,449","±2,610","7.4%","±0.6","427,477","±9,958","19.5%","±0.5","48,430","±2,715","12.9%","±0.7","517,402","±10,195","18.0%","±0.4","1,629,844","±17,596","15.6%","±0.2","186,263","±5,566","18.2%","±0.5","36,808","±2,012","11.3%","±0.6","560,182","±11,750","16.3%","±0.3","510,852","±8,779","17.2%","±0.3","124,581","±5,195","14.1%","±0.6","371,296","±6,721","14.0%","±0.3","33,118","±2,546","12.3%","±0.9","254,169","±7,885","16.2%","±0.5"
"        Built 1980 to 1989","334,780","±8,334","15.2%","±0.4","76,977","±3,027","24.9%","±1.0","523,869","±9,989","18.0%","±0.3","222,149","±7,356","16.6%","±0.5","2,140,655","±17,985","15.4%","±0.1","333,152","±6,905","14.6%","±0.3","201,051","±7,213","13.5%","±0.5","60,079","±3,517","14.4%","±0.8","13,430","±1,599","4.4%","±0.5","1,903,420","±18,055","20.8%","±0.2","697,283","±13,201","16.8%","±0.3","81,551","±3,916","15.4%","±0.7","77,088","±3,718","11.3%","±0.5","473,429","±10,166","8.9%","±0.2","288,518","±8,024","10.2%","±0.3","98,858","±4,293","7.3%","±0.3","144,740","±5,594","11.6%","±0.4","247,385","±6,294","12.7%","±0.3","284,873","±7,897","14.2%","±0.4","108,820","±4,098","15.0%","±0.6","374,202","±6,939","15.4%","±0.3","303,786","±9,269","10.7%","±0.3","440,716","±8,932","9.7%","±0.2","312,444","±7,583","13.1%","±0.3","191,245","±5,277","14.8%","±0.4","329,525","±9,183","12.0%","±0.3","56,817","±3,669","11.6%","±0.7","77,567","±3,753","9.5%","±0.5","188,385","±6,277","15.7%","±0.5","128,937","±4,589","20.8%","±0.7","429,765","±8,756","12.0%","±0.2","154,620","±6,375","16.9%","±0.7","627,834","±10,394","7.7%","±0.1","725,371","±13,932","16.3%","±0.3","40,759","±2,313","11.6%","±0.7","462,504","±10,661","9.0%","±0.2","257,868","±6,182","15.2%","±0.4","190,379","±6,511","11.2%","±0.4","534,502","±9,577","9.6%","±0.2","47,810","±2,850","10.3%","±0.6","377,469","±8,691","17.2%","±0.4","39,627","±2,515","10.5%","±0.7","408,771","±8,861","14.2%","±0.3","1,765,589","±21,138","16.9%","±0.2","129,984","±4,924","12.7%","±0.5","52,276","±2,822","16.0%","±0.9","572,756","±10,173","16.6%","±0.3","399,094","±9,054","13.5%","±0.3","111,757","±4,835","12.6%","±0.5","264,888","±5,805","10.0%","±0.2","37,610","±2,785","14.0%","±1.0","258,515","±6,545","16.5%","±0.4"
