"","Alabama","","","","Alaska","","","","Arizona","","","","Arkansas","","","","California","","","","Colorado","","","","Connecticut","","","","Delaware","","","","District of Columbia","","","","Florida","","","","Georgia","","","","Hawaii","","","","Idaho","","","","Illinois","","","","Indiana","","","","Iowa","","","","Kansas","","","","Kentucky","","","","Louisiana","","","","Maine","","","","Maryland","","","","Massachusetts","","","","Michigan","","","","Minnesota","","","","Mississippi","","","","Missouri","","","","Montana","","","","Nebraska","","","","Nevada","","","","New Hampshire","","","","New Jersey","","","","New Mexico","","","","New York","","","","North Carolina","","","","North Dakota","","","","Ohio","","","","Oklahoma","","","","Oregon","","","","Pennsylvania","","","","Rhode Island","","","","South Carolina","","","","South Dakota","","","","Tennessee","","","","Texas","","","","Utah","","","","Vermont","","","","Virginia","","","","Washington","","","","West Virginia","","","","Wisconsin","","","","Wyoming","","","","Puerto Rico","","",""
"LANGUAGE SPOKEN AT HOME","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Population 5 years and over","4,504,275","±2,738","4,504,275","(X)","668,687","±875","668,687","(X)","6,034,541","±2,472","6,034,541","(X)","2,740,313","±2,124","2,740,313","(X)","35,158,257","±2,934","35,158,257","(X)","4,775,755","±1,953","4,775,755","(X)","3,384,503","±1,187","3,384,503","(X)","851,887","±253","851,887","(X)","581,764","±153","581,764","(X)","17,983,218","±4,530","17,983,218","(X)","9,141,183","±5,010","9,141,183","(X)","1,286,790","±336","1,286,790","(X)","1,466,499","±1,173","1,466,499","(X)","12,042,289","±2,784","12,042,289","(X)","6,088,598","±2,338","6,088,598","(X)","2,864,107","±1,975","2,864,107","(X)","2,669,198","±1,936","2,669,198","(X)","4,090,258","±2,803","4,090,258","(X)","4,261,861","±2,265","4,261,861","(X)","1,261,967","±1,092","1,261,967","(X)","5,465,168","±1,520","5,465,168","(X)","6,224,979","±1,031","6,224,979","(X)","9,292,794","±2,286","9,292,794","(X)","4,992,262","±2,268","4,992,262","(X)","2,773,115","±2,308","2,773,115","(X)","5,629,071","±2,603","5,629,071","(X)","937,750","±1,344","937,750","(X)","1,711,659","±1,722","1,711,659","(X)","2,538,136","±1,069","2,538,136","(X)","1,250,588","±1,078","1,250,588","(X)","8,285,611","±1,107","8,285,611","(X)","1,937,824","±1,795","1,937,824","(X)","18,307,740","±1,992","18,307,740","(X)","9,029,678","±4,982","9,029,678","(X)","637,666","±1,234","637,666","(X)","10,836,508","±2,683","10,836,508","(X)","3,527,312","±2,274","3,527,312","(X)","3,633,190","±2,343","3,633,190","(X)","12,021,912","±2,000","12,021,912","(X)","995,856","±641","995,856","(X)","4,376,509","±2,412","4,376,509","(X)","765,534","±769","765,534","(X)","6,003,565","±3,559","6,003,565","(X)","23,721,334","±5,089","23,721,334","(X)","2,554,924","±1,828","2,554,924","(X)","595,658","±692","595,658","(X)","7,588,188","±3,722","7,588,188","(X)","6,390,691","±1,457","6,390,691","(X)","1,751,216","±1,930","1,751,216","(X)","5,362,567","±1,949","5,362,567","(X)","529,136","±1,050","529,136","(X)","","","",""
"    English only","4,268,445","±8,582","94.8%","±0.2","557,368","±5,537","83.4%","±0.8","4,404,688","±25,490","73.0%","±0.4","2,535,647","±7,450","92.5%","±0.3","19,768,046","±63,328","56.2%","±0.2","3,976,832","±17,567","83.3%","±0.4","2,660,477","±13,792","78.6%","±0.4","736,170","±6,199","86.4%","±0.7","494,248","±5,489","85.0%","±0.9","13,024,032","±36,576","72.4%","±0.2","7,926,400","±21,633","86.7%","±0.2","962,875","±13,955","74.8%","±1.1","1,313,787","±5,930","89.6%","±0.4","9,311,852","±24,836","77.3%","±0.2","5,586,887","±12,482","91.8%","±0.2","2,656,041","±7,098","92.7%","±0.2","2,365,087","±8,528","88.6%","±0.3","3,893,127","±7,146","95.2%","±0.2","3,889,875","±9,582","91.3%","±0.2","1,178,388","±4,991","93.4%","±0.4","4,551,058","±17,569","83.3%","±0.3","4,854,530","±19,380","78.0%","±0.3","8,445,539","±18,479","90.9%","±0.2","4,451,639","±12,295","89.2%","±0.2","2,667,929","±6,101","96.2%","±0.2","5,266,861","±11,286","93.6%","±0.2","894,090","±3,954","95.3%","±0.4","1,535,651","±7,070","89.7%","±0.4","1,783,605","±17,029","70.3%","±0.7","1,153,109","±5,751","92.2%","±0.4","5,764,850","±24,128","69.6%","±0.3","1,230,227","±13,572","63.5%","±0.7","12,800,748","±32,315","69.9%","±0.2","8,063,356","±17,162","89.3%","±0.2","605,286","±2,352","94.9%","±0.4","10,114,712","±16,932","93.3%","±0.2","3,198,295","±9,246","90.7%","±0.3","3,092,734","±14,383","85.1%","±0.4","10,784,198","±20,710","89.7%","±0.2","784,706","±7,701","78.8%","±0.8","4,087,505","±11,695","93.4%","±0.3","715,199","±3,564","93.4%","±0.4","5,588,896","±12,973","93.1%","±0.2","15,500,132","±41,266","65.3%","±0.2","2,174,542","±11,590","85.1%","±0.4","566,256","±2,880","95.1%","±0.5","6,455,878","±20,999","85.1%","±0.3","5,204,148","±21,943","81.4%","±0.3","1,710,906","±4,173","97.7%","±0.2","4,895,012","±12,640","91.3%","±0.2","495,202","±3,239","93.6%","±0.6","","","",""
"    Language other than English","235,830","±9,088","5.2%","±0.2","111,319","±5,264","16.6%","±0.8","1,629,853","±25,342","27.0%","±0.4","204,666","±7,182","7.5%","±0.3","15,390,211","±63,268","43.8%","±0.2","798,923","±17,847","16.7%","±0.4","724,026","±13,696","21.4%","±0.4","115,717","±6,154","13.6%","±0.7","87,516","±5,462","15.0%","±0.9","4,959,186","±35,813","27.6%","±0.2","1,214,783","±21,574","13.3%","±0.2","323,915","±13,873","25.2%","±1.1","152,712","±6,055","10.4%","±0.4","2,730,437","±24,685","22.7%","±0.2","501,711","±12,749","8.2%","±0.2","208,066","±6,959","7.3%","±0.2","304,111","±8,291","11.4%","±0.3","197,131","±7,194","4.8%","±0.2","371,986","±9,510","8.7%","±0.2","83,579","±4,831","6.6%","±0.4","914,110","±17,550","16.7%","±0.3","1,370,449","±19,308","22.0%","±0.3","847,255","±18,146","9.1%","±0.2","540,623","±11,467","10.8%","±0.2","105,186","±5,346","3.8%","±0.2","362,210","±11,372","6.4%","±0.2","43,660","±3,694","4.7%","±0.4","176,008","±7,243","10.3%","±0.4","754,531","±16,968","29.7%","±0.7","97,479","±5,569","7.8%","±0.4","2,520,761","±24,055","30.4%","±0.3","707,597","±13,573","36.5%","±0.7","5,506,992","±32,144","30.1%","±0.2","966,322","±16,122","10.7%","±0.2","32,380","±2,263","5.1%","±0.4","721,796","±16,487","6.7%","±0.2","329,017","±9,237","9.3%","±0.3","540,456","±14,095","14.9%","±0.4","1,237,714","±20,548","10.3%","±0.2","211,150","±7,680","21.2%","±0.8","289,004","±11,346","6.6%","±0.3","50,335","±3,278","6.6%","±0.4","414,669","±12,716","6.9%","±0.2","8,221,202","±41,547","34.7%","±0.2","380,382","±11,231","14.9%","±0.4","29,402","±2,863","4.9%","±0.5","1,132,310","±21,000","14.9%","±0.3","1,186,543","±22,090","18.6%","±0.3","40,310","±3,656","2.3%","±0.2","467,555","±12,417","8.7%","±0.2","33,934","±3,176","6.4%","±0.6","","","",""
"        Speak English less than ""very well""","105,144","±6,146","2.3%","±0.1","34,257","±3,303","5.1%","±0.5","561,924","±14,628","9.3%","±0.2","92,617","±5,958","3.4%","±0.2","6,816,671","±50,668","19.4%","±0.1","303,590","±9,626","6.4%","±0.2","279,004","±9,538","8.2%","±0.3","40,439","±3,788","4.7%","±0.4","24,105","±3,113","4.1%","±0.5","2,133,967","±30,852","11.9%","±0.2","520,520","±18,572","5.7%","±0.2","154,320","±8,047","12.0%","±0.6","57,380","±4,100","3.9%","±0.3","1,165,574","±20,255","9.7%","±0.2","199,954","±7,754","3.3%","±0.1","85,076","±4,660","3.0%","±0.2","123,724","±6,330","4.6%","±0.2","82,636","±5,770","2.0%","±0.1","122,025","±6,848","2.9%","±0.2","19,381","±2,045","1.5%","±0.2","339,442","±10,959","6.2%","±0.2","553,242","±12,343","8.9%","±0.2","298,225","±10,346","3.2%","±0.1","212,886","±7,827","4.3%","±0.2","46,643","±4,269","1.7%","±0.2","137,657","±7,555","2.4%","±0.1","7,124","±1,426","0.8%","±0.2","80,848","±5,062","4.7%","±0.3","318,541","±12,553","12.6%","±0.5","28,783","±2,817","2.3%","±0.2","1,073,312","±20,127","13.0%","±0.2","194,898","±9,156","10.1%","±0.5","2,463,454","±23,222","13.5%","±0.1","422,213","±12,074","4.7%","±0.1","9,200","±1,586","1.4%","±0.2","253,293","±8,896","2.3%","±0.1","135,643","±5,719","3.8%","±0.2","227,922","±9,868","6.3%","±0.3","462,469","±12,707","3.8%","±0.1","87,093","±5,205","8.7%","±0.5","119,615","±7,712","2.7%","±0.2","17,034","±2,226","2.2%","±0.3","174,871","±9,003","2.9%","±0.1","3,442,354","±37,746","14.5%","±0.2","135,465","±7,702","5.3%","±0.3","8,418","±1,549","1.4%","±0.3","421,112","±13,891","5.5%","±0.2","508,518","±15,361","8.0%","±0.2","14,249","±2,292","0.8%","±0.1","177,233","±8,369","3.3%","±0.2","9,243","±1,430","1.7%","±0.3","","","",""
"        Spanish","153,845","±7,053","3.4%","±0.2","25,183","±2,159","3.8%","±0.3","1,242,875","±19,611","20.6%","±0.3","149,088","±5,963","5.4%","±0.2","10,124,555","±52,522","28.8%","±0.1","558,763","±15,807","11.7%","±0.3","367,816","±6,551","10.9%","±0.2","60,762","±4,204","7.1%","±0.5","41,851","±3,510","7.2%","±0.6","3,646,758","±23,788","20.3%","±0.1","715,127","±13,780","7.8%","±0.1","27,239","±3,732","2.1%","±0.3","114,870","±5,072","7.8%","±0.3","1,614,022","±15,905","13.4%","±0.1","282,516","±7,737","4.6%","±0.1","113,951","±4,991","4.0%","±0.2","198,239","±6,196","7.4%","±0.2","98,243","±4,515","2.4%","±0.1","157,240","±6,232","3.7%","±0.1","12,569","±2,128","1.0%","±0.2","378,689","±10,687","6.9%","±0.2","497,800","±9,550","8.0%","±0.2","264,965","±6,976","2.9%","±0.1","195,885","±6,211","3.9%","±0.1","62,270","±4,035","2.2%","±0.1","152,223","±6,093","2.7%","±0.1","15,262","±2,381","1.6%","±0.3","116,344","±6,098","6.8%","±0.4","529,391","±12,759","20.9%","±0.5","26,533","±2,557","2.1%","±0.2","1,288,272","±13,758","15.5%","±0.2","560,964","±11,805","28.9%","±0.6","2,698,739","±18,642","14.7%","±0.1","655,303","±11,615","7.3%","±0.1","9,420","±1,499","1.5%","±0.2","240,103","±7,398","2.2%","±0.1","222,734","±7,265","6.3%","±0.2","323,721","±10,533","8.9%","±0.3","518,056","±9,775","4.3%","±0.1","106,799","±4,177","10.7%","±0.4","187,394","±8,866","4.3%","±0.2","17,599","±1,630","2.3%","±0.2","246,448","±9,859","4.1%","±0.2","6,988,697","±39,736","29.5%","±0.2","258,275","±9,704","10.1%","±0.4","6,055","±1,159","1.0%","±0.2","511,047","±10,463","6.7%","±0.1","517,751","±11,985","8.1%","±0.2","15,999","±2,014","0.9%","±0.1","235,950","±6,902","4.4%","±0.1","25,587","±2,697","4.8%","±0.5","","","",""
"            Speak English less than ""very well""","77,279","±5,121","1.7%","±0.1","5,513","±1,158","0.8%","±0.2","443,760","±13,906","7.4%","±0.2","70,778","±5,293","2.6%","±0.2","4,525,829","±38,772","12.9%","±0.1","224,128","±9,025","4.7%","±0.2","157,039","±7,300","4.6%","±0.2","23,287","±2,436","2.7%","±0.3","13,832","±2,292","2.4%","±0.4","1,633,754","±26,859","9.1%","±0.1","342,319","±14,099","3.7%","±0.2","6,820","±2,313","0.5%","±0.2","43,798","±3,678","3.0%","±0.3","729,001","±15,722","6.1%","±0.1","125,456","±6,028","2.1%","±0.1","50,138","±3,564","1.8%","±0.1","86,558","±5,141","3.2%","±0.2","45,291","±3,781","1.1%","±0.1","68,353","±5,001","1.6%","±0.1","2,949","±884","0.2%","±0.1","165,465","±7,614","3.0%","±0.1","218,189","±7,710","3.5%","±0.1","92,655","±5,124","1.0%","±0.1","83,809","±4,662","1.7%","±0.1","31,230","±3,673","1.1%","±0.1","55,956","±4,423","1.0%","±0.1","2,400","±748","0.3%","±0.1","56,340","±4,049","3.3%","±0.2","230,465","±9,977","9.1%","±0.4","8,306","±1,555","0.7%","±0.1","611,459","±14,247","7.4%","±0.2","164,737","±9,075","8.5%","±0.5","1,244,429","±19,557","6.8%","±0.1","324,831","±10,975","3.6%","±0.1","1,918","±747","0.3%","±0.1","88,147","±4,250","0.8%","±0.1","99,114","±5,397","2.8%","±0.2","143,909","±7,909","4.0%","±0.2","194,165","±8,904","1.6%","±0.1","48,460","±3,129","4.9%","±0.3","88,217","±6,278","2.0%","±0.1","7,693","±1,177","1.0%","±0.2","113,781","±6,025","1.9%","±0.1","2,993,427","±37,952","12.6%","±0.2","99,018","±6,754","3.9%","±0.3","1,397","±512","0.2%","±0.1","216,855","±9,211","2.9%","±0.1","234,022","±10,046","3.7%","±0.2","6,067","±1,215","0.3%","±0.1","105,601","±6,437","2.0%","±0.1","7,292","±1,323","1.4%","±0.3","","","",""
"        Other Indo-European languages","35,826","±3,643","0.8%","±0.1","17,971","±3,349","2.7%","±0.5","122,421","±9,637","2.0%","±0.2","21,310","±3,638","0.8%","±0.1","1,574,999","±31,402","4.5%","±0.1","111,209","±7,255","2.3%","±0.2","252,676","±10,764","7.5%","±0.3","30,766","±4,219","3.6%","±0.5","25,929","±3,090","4.5%","±0.5","944,748","±23,947","5.3%","±0.1","219,075","±16,236","2.4%","±0.2","17,604","±2,902","1.4%","±0.2","19,079","±3,276","1.3%","±0.2","662,873","±21,812","5.5%","±0.2","134,351","±8,449","2.2%","±0.1","49,745","±4,731","1.7%","±0.2","41,396","±4,595","1.6%","±0.2","52,587","±6,145","1.3%","±0.2","151,762","±6,570","3.6%","±0.2","56,287","±4,007","4.5%","±0.3","245,241","±14,167","4.5%","±0.3","559,716","±16,735","9.0%","±0.3","281,895","±12,546","3.0%","±0.1","108,449","±6,082","2.2%","±0.1","14,812","±2,227","0.5%","±0.1","113,454","±8,448","2.0%","±0.1","12,448","±1,895","1.3%","±0.2","25,045","±3,018","1.5%","±0.2","64,662","±8,185","2.5%","±0.3","47,904","±4,538","3.8%","±0.4","720,311","±21,572","8.7%","±0.3","27,239","±3,599","1.4%","±0.2","1,662,464","±26,736","9.1%","±0.1","143,162","±9,648","1.6%","±0.1","12,980","±1,462","2.0%","±0.2","279,670","±12,777","2.6%","±0.1","32,072","±3,128","0.9%","±0.1","90,578","±7,385","2.5%","±0.2","432,485","±16,034","3.6%","±0.1","73,227","±6,213","7.4%","±0.6","56,306","±6,778","1.3%","±0.2","12,793","±2,344","1.7%","±0.3","80,301","±7,713","1.3%","±0.1","482,108","±19,292","2.0%","±0.1","50,453","±4,898","2.0%","±0.2","18,187","±2,263","3.1%","±0.4","267,372","±13,239","3.5%","±0.2","244,875","±12,545","3.8%","±0.2","15,323","±2,576","0.9%","±0.1","125,953","±7,556","2.3%","±0.1","3,313","±789","0.6%","±0.1","","","",""
"            Speak English less than ""very well""","6,718","±1,514","0.1%","±0.1","4,339","±1,833","0.6%","±0.3","26,379","±3,854","0.4%","±0.1","5,253","±1,528","0.2%","±0.1","504,980","±16,989","1.4%","±0.1","22,667","±3,318","0.5%","±0.1","82,691","±6,194","2.4%","±0.2","9,909","±2,534","1.2%","±0.3","3,705","±972","0.6%","±0.2","355,491","±14,855","2.0%","±0.1","58,922","±7,817","0.6%","±0.1","2,630","±782","0.2%","±0.1","5,339","±1,800","0.4%","±0.1","248,845","±14,741","2.1%","±0.1","39,415","±4,496","0.6%","±0.1","14,307","±2,588","0.5%","±0.1","8,472","±1,519","0.3%","±0.1","15,526","±3,224","0.4%","±0.1","23,309","±2,657","0.5%","±0.1","9,562","±1,421","0.8%","±0.1","65,931","±6,467","1.2%","±0.1","192,031","±9,072","3.1%","±0.1","84,086","±5,807","0.9%","±0.1","25,784","±2,754","0.5%","±0.1","3,377","±1,041","0.1%","±0.1","41,179","±5,296","0.7%","±0.1","2,167","±762","0.2%","±0.1","6,327","±2,017","0.4%","±0.1","18,267","±4,189","0.7%","±0.2","12,232","±1,834","1.0%","±0.1","261,777","±11,076","3.2%","±0.1","5,511","±1,407","0.3%","±0.1","633,607","±14,990","3.5%","±0.1","35,373","±4,773","0.4%","±0.1","2,405","±588","0.4%","±0.1","83,473","±6,380","0.8%","±0.1","5,793","±1,095","0.2%","±0.1","25,110","±3,890","0.7%","±0.1","133,697","±8,555","1.1%","±0.1","25,264","±3,461","2.5%","±0.3","11,970","±2,827","0.3%","±0.1","3,670","±1,249","0.5%","±0.2","21,178","±3,330","0.4%","±0.1","126,850","±10,243","0.5%","±0.1","11,120","±1,933","0.4%","±0.1","3,884","±1,091","0.7%","±0.2","69,478","±6,083","0.9%","±0.1","75,238","±5,918","1.2%","±0.1","4,374","±1,300","0.2%","±0.1","29,634","±3,323","0.6%","±0.1","555","±334","0.1%","±0.1","","","",""
"        Asian and Pacific Islander languages","37,389","±3,326","0.8%","±0.1","34,518","±2,017","5.2%","±0.3","116,346","±6,203","1.9%","±0.1","30,234","±3,255","1.1%","±0.1","3,367,657","±24,412","9.6%","±0.1","93,732","±6,342","2.0%","±0.1","76,032","±4,292","2.2%","±0.1","15,815","±1,948","1.9%","±0.2","9,376","±1,583","1.6%","±0.3","265,511","±12,898","1.5%","±0.1","205,374","±12,317","2.2%","±0.1","277,768","±12,342","21.6%","±1.0","13,548","±2,556","0.9%","±0.2","327,577","±12,650","2.7%","±0.1","62,491","±3,929","1.0%","±0.1","31,620","±2,728","1.1%","±0.1","45,334","±3,185","1.7%","±0.1","29,764","±3,375","0.7%","±0.1","53,287","±3,533","1.3%","±0.1","9,225","±1,903","0.7%","±0.2","195,100","±8,182","3.6%","±0.1","242,160","±7,943","3.9%","±0.1","134,654","±6,497","1.4%","±0.1","150,025","±4,799","3.0%","±0.1","20,177","±2,882","0.7%","±0.1","67,375","±4,239","1.2%","±0.1","3,753","±1,219","0.4%","±0.1","23,941","±2,310","1.4%","±0.1","138,845","±8,484","5.5%","±0.3","15,310","±2,011","1.2%","±0.2","398,847","±12,740","4.8%","±0.2","15,317","±2,141","0.8%","±0.1","860,286","±14,671","4.7%","±0.1","120,244","±7,233","1.3%","±0.1","4,177","±947","0.7%","±0.1","118,674","±5,888","1.1%","±0.1","50,209","±2,896","1.4%","±0.1","101,966","±5,648","2.8%","±0.2","226,366","±8,096","1.9%","±0.1","23,197","±1,762","2.3%","±0.2","38,682","±3,598","0.9%","±0.1","5,771","±1,189","0.8%","±0.2","59,578","±4,418","1.0%","±0.1","596,994","±16,425","2.5%","±0.1","52,641","±3,943","2.1%","±0.2","4,001","±1,011","0.7%","±0.2","261,048","±10,007","3.4%","±0.1","360,169","±9,689","5.6%","±0.2","6,401","±1,329","0.4%","±0.1","83,557","±6,119","1.6%","±0.1","3,401","±839","0.6%","±0.2","","","",""
"            Speak English less than ""very well""","18,361","±2,514","0.4%","±0.1","15,865","±2,087","2.4%","±0.3","51,512","±4,141","0.9%","±0.1","15,812","±2,312","0.6%","±0.1","1,676,445","±23,147","4.8%","±0.1","43,324","±3,929","0.9%","±0.1","31,253","±3,705","0.9%","±0.1","6,285","±1,440","0.7%","±0.2","3,506","±1,141","0.6%","±0.2","116,859","±8,235","0.6%","±0.1","102,314","±8,628","1.1%","±0.1","144,542","±7,775","11.2%","±0.6","6,333","±1,876","0.4%","±0.1","149,645","±8,520","1.2%","±0.1","29,779","±3,510","0.5%","±0.1","16,821","±2,341","0.6%","±0.1","23,167","±2,630","0.9%","±0.1","15,187","±2,717","0.4%","±0.1","26,792","±2,965","0.6%","±0.1","4,634","±1,087","0.4%","±0.1","87,567","±5,225","1.6%","±0.1","122,475","±6,031","2.0%","±0.1","55,503","±4,071","0.6%","±0.1","68,330","±4,259","1.4%","±0.1","9,516","±2,204","0.3%","±0.1","29,429","±2,978","0.5%","±0.1","1,982","±751","0.2%","±0.1","13,657","±2,197","0.8%","±0.1","61,665","±6,859","2.4%","±0.3","5,760","±1,383","0.5%","±0.1","166,296","±8,315","2.0%","±0.1","6,547","±1,194","0.3%","±0.1","490,693","±11,055","2.7%","±0.1","51,605","±5,218","0.6%","±0.1","2,553","±763","0.4%","±0.1","52,630","±4,008","0.5%","±0.1","25,205","±2,228","0.7%","±0.1","48,752","±4,393","1.3%","±0.1","115,143","±6,066","1.0%","±0.1","11,801","±1,818","1.2%","±0.2","17,618","±2,527","0.4%","±0.1","2,565","±796","0.3%","±0.1","26,746","±3,339","0.4%","±0.1","278,598","±10,661","1.2%","±0.1","20,955","±2,484","0.8%","±0.1","2,777","±943","0.5%","±0.2","107,904","±6,269","1.4%","±0.1","171,341","±7,595","2.7%","±0.1","2,866","±908","0.2%","±0.1","36,604","±3,742","0.7%","±0.1","1,251","±455","0.2%","±0.1","","","",""
"        Other languages","8,770","±2,256","0.2%","±0.1","33,647","±2,824","5.0%","±0.4","148,211","±7,914","2.5%","±0.1","4,034","±1,742","0.1%","±0.1","323,000","±18,654","0.9%","±0.1","35,219","±5,956","0.7%","±0.1","27,502","±4,911","0.8%","±0.1","8,374","±3,258","1.0%","±0.4","10,360","±2,643","1.8%","±0.5","102,169","±12,636","0.6%","±0.1","75,207","±11,177","0.8%","±0.1","1,304","±662","0.1%","±0.1","5,215","±1,710","0.4%","±0.1","125,965","±12,232","1.0%","±0.1","22,353","±4,323","0.4%","±0.1","12,750","±2,624","0.4%","±0.1","19,142","±4,554","0.7%","±0.2","16,537","±3,321","0.4%","±0.1","9,697","±2,737","0.2%","±0.1","5,498","±1,390","0.4%","±0.1","95,080","±8,855","1.7%","±0.2","70,773","±8,286","1.1%","±0.1","165,741","±11,152","1.8%","±0.1","86,264","±7,573","1.7%","±0.2","7,927","±2,003","0.3%","±0.1","29,158","±4,809","0.5%","±0.1","12,197","±2,175","1.3%","±0.2","10,678","±2,484","0.6%","±0.1","21,633","±3,940","0.9%","±0.2","7,732","±2,496","0.6%","±0.2","113,331","±8,935","1.4%","±0.1","104,077","±4,994","5.4%","±0.3","285,503","±18,106","1.6%","±0.1","47,613","±7,456","0.5%","±0.1","5,803","±1,516","0.9%","±0.2","83,349","±8,239","0.8%","±0.1","24,002","±3,251","0.7%","±0.1","24,191","±5,077","0.7%","±0.1","60,807","±5,918","0.5%","±0.1","7,927","±2,374","0.8%","±0.2","6,622","±1,926","0.2%","±0.1","14,172","±2,198","1.9%","±0.3","28,342","±5,017","0.5%","±0.1","153,403","±12,610","0.6%","±0.1","19,013","±2,672","0.7%","±0.1","1,159","±598","0.2%","±0.1","92,843","±9,837","1.2%","±0.1","63,748","±6,305","1.0%","±0.1","2,587","±1,061","0.1%","±0.1","22,095","±3,186","0.4%","±0.1","1,633","±632","0.3%","±0.1","","","",""
"            Speak English less than ""very well""","2,786","±1,188","0.1%","±0.1","8,540","±1,223","1.3%","±0.2","40,273","±3,934","0.7%","±0.1","774","±617","0.0%","±0.1","109,417","±10,997","0.3%","±0.1","13,471","±3,202","0.3%","±0.1","8,021","±2,032","0.2%","±0.1","958","±492","0.1%","±0.1","3,062","±1,240","0.5%","±0.2","27,863","±4,889","0.2%","±0.1","16,965","±4,015","0.2%","±0.1","328","±299","0.0%","±0.1","1,910","±1,253","0.1%","±0.1","38,083","±6,453","0.3%","±0.1","5,304","±1,986","0.1%","±0.1","3,810","±1,454","0.1%","±0.1","5,527","±2,545","0.2%","±0.1","6,632","±1,966","0.2%","±0.1","3,571","±1,610","0.1%","±0.1","2,236","±771","0.2%","±0.1","20,479","±3,577","0.4%","±0.1","20,547","±3,987","0.3%","±0.1","65,981","±6,329","0.7%","±0.1","34,963","±4,851","0.7%","±0.1","2,520","±1,233","0.1%","±0.1","11,093","±2,342","0.2%","±0.1","575","±419","0.1%","±0.1","4,524","±1,693","0.3%","±0.1","8,144","±2,318","0.3%","±0.1","2,485","±1,133","0.2%","±0.1","33,780","±4,394","0.4%","±0.1","18,103","±1,961","0.9%","±0.1","94,725","±8,871","0.5%","±0.1","10,404","±2,607","0.1%","±0.1","2,324","±1,118","0.4%","±0.2","29,043","±4,557","0.3%","±0.1","5,531","±1,841","0.2%","±0.1","10,151","±3,369","0.3%","±0.1","19,464","±2,839","0.2%","±0.1","1,568","±758","0.2%","±0.1","1,810","±863","0.0%","±0.1","3,106","±1,305","0.4%","±0.2","13,166","±4,017","0.2%","±0.1","43,479","±5,394","0.2%","±0.1","4,372","±1,548","0.2%","±0.1","360","±304","0.1%","±0.1","26,875","±4,388","0.4%","±0.1","27,917","±4,467","0.4%","±0.1","942","±634","0.1%","±0.1","5,394","±1,548","0.1%","±0.1","145","±127","0.0%","±0.1","","","",""
"ANCESTRY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total population","4,802,740","*****","4,802,740","(X)","722,718","*****","722,718","(X)","6,482,505","*****","6,482,505","(X)","2,937,979","*****","2,937,979","(X)","37,691,912","*****","37,691,912","(X)","5,116,796","*****","5,116,796","(X)","3,580,709","*****","3,580,709","(X)","907,135","*****","907,135","(X)","617,996","*****","617,996","(X)","19,057,542","*****","19,057,542","(X)","9,815,210","*****","9,815,210","(X)","1,374,810","*****","1,374,810","(X)","1,584,985","*****","1,584,985","(X)","12,869,259","*****","12,869,259","(X)","6,516,922","*****","6,516,922","(X)","3,062,309","*****","3,062,309","(X)","2,871,238","*****","2,871,238","(X)","4,369,356","*****","4,369,356","(X)","4,574,836","*****","4,574,836","(X)","1,328,188","*****","1,328,188","(X)","5,828,289","*****","5,828,289","(X)","6,587,536","*****","6,587,536","(X)","9,876,187","*****","9,876,187","(X)","5,344,861","*****","5,344,861","(X)","2,978,512","*****","2,978,512","(X)","6,010,688","*****","6,010,688","(X)","998,199","*****","998,199","(X)","1,842,641","*****","1,842,641","(X)","2,723,322","*****","2,723,322","(X)","1,318,194","*****","1,318,194","(X)","8,821,155","*****","8,821,155","(X)","2,082,224","*****","2,082,224","(X)","19,465,197","*****","19,465,197","(X)","9,656,401","*****","9,656,401","(X)","683,932","*****","683,932","(X)","11,544,951","*****","11,544,951","(X)","3,791,508","*****","3,791,508","(X)","3,871,859","*****","3,871,859","(X)","12,742,886","*****","12,742,886","(X)","1,051,302","*****","1,051,302","(X)","4,679,230","*****","4,679,230","(X)","824,082","*****","824,082","(X)","6,403,353","*****","6,403,353","(X)","25,674,681","*****","25,674,681","(X)","2,817,222","*****","2,817,222","(X)","626,431","*****","626,431","(X)","8,096,604","*****","8,096,604","(X)","6,830,038","*****","6,830,038","(X)","1,855,364","*****","1,855,364","(X)","5,711,767","*****","5,711,767","(X)","568,158","*****","568,158","(X)","","","",""
