"","Alabama","","","","Alaska","","","","Arizona","","","","Arkansas","","","","California","","","","Colorado","","","","Connecticut","","","","Delaware","","","","District of Columbia","","","","Florida","","","","Georgia","","","","Hawaii","","","","Idaho","","","","Illinois","","","","Indiana","","","","Iowa","","","","Kansas","","","","Kentucky","","","","Louisiana","","","","Maine","","","","Maryland","","","","Massachusetts","","","","Michigan","","","","Minnesota","","","","Mississippi","","","","Missouri","","","","Montana","","","","Nebraska","","","","Nevada","","","","New Hampshire","","","","New Jersey","","","","New Mexico","","","","New York","","","","North Carolina","","","","North Dakota","","","","Ohio","","","","Oklahoma","","","","Oregon","","","","Pennsylvania","","","","Rhode Island","","","","South Carolina","","","","South Dakota","","","","Tennessee","","","","Texas","","","","Utah","","","","Vermont","","","","Virginia","","","","Washington","","","","West Virginia","","","","Wisconsin","","","","Wyoming","","","","Puerto Rico","","",""
"                With own children of the householder under 18 years","145,766","±6,182","7.9%","±0.3","18,207","±2,062","7.3%","±0.8","171,086","±5,751","6.9%","±0.2","79,003","±4,052","6.9%","±0.4","847,483","±13,545","6.6%","±0.1","113,504","±4,699","5.5%","±0.2","92,096","±4,447","6.9%","±0.3","25,875","±2,635","7.3%","±0.8","22,014","±2,439","7.8%","±0.9","502,732","±12,356","6.7%","±0.2","301,105","±9,858","8.2%","±0.3","18,943","±1,871","4.2%","±0.4","34,372","±3,150","5.8%","±0.5","322,802","±8,084","6.7%","±0.2","173,687","±5,419","6.9%","±0.2","72,229","±3,799","5.8%","±0.3","68,123","±3,397","6.1%","±0.3","114,810","±5,071","6.7%","±0.3","152,063","±6,291","8.7%","±0.4","31,609","±2,806","5.8%","±0.5","150,982","±6,126","6.9%","±0.3","169,232","±6,136","6.6%","±0.2","257,211","±5,955","6.7%","±0.2","125,913","±4,581","5.9%","±0.2","106,601","±5,124","9.7%","±0.4","157,119","±6,696","6.6%","±0.3","19,947","±2,055","4.8%","±0.5","44,159","±2,658","5.9%","±0.4","75,245","±4,407","7.2%","±0.4","27,614","±2,388","5.3%","±0.5","208,936","±8,190","6.6%","±0.3","54,561","±3,665","7.2%","±0.5","506,763","±11,023","7.0%","±0.2","273,214","±9,002","7.1%","±0.2","15,646","±2,397","5.0%","±0.8","330,240","±8,403","7.2%","±0.2","102,412","±3,464","7.0%","±0.2","91,165","±4,575","5.9%","±0.3","316,425","±7,296","6.4%","±0.1","31,940","±2,752","7.8%","±0.7","139,935","±5,910","7.5%","±0.3","21,081","±2,015","6.2%","±0.6","179,335","±6,455","7.1%","±0.3","753,165","±14,368","8.0%","±0.2","48,616","±3,684","5.2%","±0.4","11,413","±1,353","4.5%","±0.5","199,955","±7,025","6.4%","±0.2","156,412","±6,801","5.7%","±0.3","42,642","±2,954","5.8%","±0.4","136,850","±4,497","5.9%","±0.2","10,220","±1,416","4.5%","±0.6","","","",""
"        Nonfamily households","632,850","±11,633","34.3%","±0.6","86,385","±3,614","34.5%","±1.3","864,594","±12,728","35.1%","±0.5","383,169","±8,477","33.5%","±0.7","4,060,451","±23,969","31.5%","±0.2","742,874","±10,127","35.8%","±0.5","467,515","±8,897","34.8%","±0.6","117,210","±4,664","33.2%","±1.2","156,609","±4,612","55.6%","±1.4","2,656,573","±24,612","35.6%","±0.3","1,189,992","±17,071","32.5%","±0.4","136,550","±4,681","30.6%","±1.0","197,074","±5,935","33.0%","±1.0","1,695,060","±14,846","35.4%","±0.3","881,448","±10,779","35.0%","±0.4","450,450","±7,161","36.1%","±0.6","390,802","±7,926","35.2%","±0.7","584,329","±9,038","34.0%","±0.5","629,322","±10,618","36.2%","±0.6","202,300","±5,390","37.1%","±0.9","723,095","±11,502","33.2%","±0.5","946,547","±12,600","37.0%","±0.5","1,378,808","±13,554","35.7%","±0.3","763,312","±8,685","35.5%","±0.4","361,217","±7,427","32.7%","±0.7","854,881","±11,844","36.0%","±0.5","161,703","±4,396","39.0%","±1.0","274,362","±5,541","36.9%","±0.7","382,710","±9,019","36.7%","±0.8","176,142","±5,400","34.0%","±1.0","982,077","±12,463","30.8%","±0.4","276,393","±7,090","36.3%","±0.9","2,672,576","±19,199","36.9%","±0.2","1,337,530","±16,130","34.8%","±0.4","125,265","±3,916","40.0%","±1.2","1,684,560","±16,179","36.6%","±0.4","496,363","±6,770","33.9%","±0.4","574,809","±8,927","37.0%","±0.5","1,751,742","±14,859","35.3%","±0.3","157,222","±5,298","38.6%","±1.2","636,883","±10,285","34.3%","±0.5","122,424","±3,767","36.1%","±1.1","854,582","±11,354","33.8%","±0.4","2,900,503","±23,635","30.8%","±0.2","237,799","±6,344","25.5%","±0.7","102,486","±3,403","40.2%","±1.2","1,052,038","±11,860","33.9%","±0.4","967,980","±11,508","35.5%","±0.4","262,589","±6,564","35.7%","±0.9","849,872","±9,627","36.6%","±0.4","83,467","±4,135","36.5%","±1.6","","","",""
"            Householder living alone","552,672","±10,044","29.9%","±0.5","66,763","±3,764","26.7%","±1.4","679,338","±12,447","27.6%","±0.5","324,908","±7,989","28.4%","±0.7","3,099,766","±24,138","24.0%","±0.2","564,757","±10,127","27.2%","±0.5","382,401","±9,462","28.5%","±0.7","93,824","±4,213","26.6%","±1.1","118,347","±5,091","42.0%","±1.6","2,153,681","±22,526","28.9%","±0.3","983,496","±15,193","26.9%","±0.4","104,220","±3,658","23.4%","±0.8","162,423","±5,711","27.2%","±1.0","1,409,297","±15,210","29.4%","±0.3","730,975","±9,679","29.1%","±0.4","362,532","±6,886","29.1%","±0.5","328,310","±7,564","29.5%","±0.7","488,517","±8,470","28.5%","±0.5","533,824","±11,035","30.7%","±0.6","161,353","±5,247","29.6%","±0.9","587,776","±9,468","27.0%","±0.4","738,257","±11,511","28.8%","±0.4","1,136,445","±12,418","29.5%","±0.3","609,618","±8,775","28.4%","±0.4","313,780","±7,541","28.4%","±0.7","704,910","±11,641","29.7%","±0.5","130,665","±4,398","31.5%","±1.0","223,076","±5,314","30.0%","±0.7","298,763","±8,324","28.7%","±0.7","135,510","±4,812","26.2%","±0.9","825,609","±11,859","25.9%","±0.4","232,741","±6,498","30.6%","±0.8","2,175,753","±17,240","30.1%","±0.2","1,106,806","±15,242","28.8%","±0.4","95,388","±3,768","30.4%","±1.2","1,393,835","±15,047","30.3%","±0.3","411,001","±6,505","28.0%","±0.4","433,632","±8,829","27.9%","±0.5","1,446,822","±14,521","29.2%","±0.3","129,553","±4,887","31.8%","±1.2","536,679","±9,598","28.9%","±0.5","100,383","±3,767","29.6%","±1.1","709,111","±11,745","28.0%","±0.4","2,379,887","±21,029","25.3%","±0.2","184,180","±5,671","19.8%","±0.6","77,314","±2,725","30.3%","±1.0","842,558","±11,540","27.1%","±0.4","736,390","±11,920","27.0%","±0.4","222,639","±6,669","30.3%","±0.9","674,147","±9,678","29.1%","±0.4","68,358","±4,054","29.9%","±1.6","","","",""
"                65 years and over","212,094","±5,086","11.5%","±0.3","16,148","±1,528","6.5%","±0.6","257,545","±7,001","10.5%","±0.3","132,834","±5,190","11.6%","±0.5","1,170,526","±14,423","9.1%","±0.1","182,959","±5,249","8.8%","±0.3","152,803","±5,132","11.4%","±0.4","38,596","±2,581","10.9%","±0.7","28,849","±2,191","10.2%","±0.8","938,453","±15,471","12.6%","±0.2","317,785","±8,024","8.7%","±0.2","42,080","±2,704","9.4%","±0.6","60,388","±3,221","10.1%","±0.5","522,356","±7,938","10.9%","±0.2","270,997","±6,123","10.8%","±0.2","141,481","±3,906","11.3%","±0.3","120,602","±4,881","10.8%","±0.4","179,670","±4,852","10.5%","±0.3","188,042","±5,637","10.8%","±0.3","71,375","±3,115","13.1%","±0.6","217,217","±5,831","10.0%","±0.3","293,651","±7,543","11.5%","±0.3","427,094","±7,726","11.1%","±0.2","225,867","±4,864","10.5%","±0.2","122,638","±4,458","11.1%","±0.4","269,265","±6,470","11.3%","±0.3","48,524","±3,039","11.7%","±0.7","82,328","±3,170","11.1%","±0.4","102,248","±4,254","9.8%","±0.4","52,166","±3,005","10.1%","±0.6","347,907","±7,570","10.9%","±0.2","90,238","±3,788","11.8%","±0.5","831,024","±10,329","11.5%","±0.1","401,592","±8,252","10.4%","±0.2","33,190","±1,937","10.6%","±0.6","528,937","±7,783","11.5%","±0.2","159,147","±3,922","10.9%","±0.3","173,049","±6,299","11.1%","±0.4","603,167","±9,141","12.2%","±0.2","52,645","±2,969","12.9%","±0.7","198,310","±5,202","10.7%","±0.3","38,723","±2,219","11.4%","±0.7","265,392","±7,118","10.5%","±0.3","756,585","±12,068","8.0%","±0.1","67,299","±3,305","7.2%","±0.4","32,692","±2,239","12.8%","±0.9","307,855","±5,985","9.9%","±0.2","263,799","±6,533","9.7%","±0.2","94,469","±3,653","12.9%","±0.5","256,893","±5,055","11.1%","±0.2","24,840","±2,097","10.9%","±0.9","","","",""
"    Households with one or more people under 18 years","565,085","±10,153","30.6%","±0.5","86,148","±3,619","34.4%","±1.4","760,908","±11,387","30.9%","±0.4","358,773","±7,265","31.3%","±0.5","4,511,468","±24,043","35.0%","±0.2","657,324","±8,777","31.7%","±0.4","399,791","±8,143","29.8%","±0.6","105,226","±3,479","29.8%","±1.0","63,894","±3,160","22.7%","±1.2","2,033,763","±20,840","27.3%","±0.2","1,254,477","±15,197","34.3%","±0.4","140,859","±4,827","31.6%","±1.0","192,805","±5,782","32.3%","±0.9","1,495,835","±14,607","31.2%","±0.3","786,632","±9,740","31.3%","±0.4","366,840","±6,298","29.4%","±0.5","352,514","±7,029","31.7%","±0.6","527,232","±8,098","30.7%","±0.4","544,108","±10,226","31.3%","±0.5","139,007","±5,052","25.5%","±0.9","718,007","±9,306","33.0%","±0.4","750,880","±10,618","29.3%","±0.4","1,120,119","±10,462","29.0%","±0.3","654,414","±6,056","30.5%","±0.3","369,092","±7,537","33.4%","±0.6","707,372","±10,209","29.8%","±0.4","109,289","±3,517","26.3%","±0.8","232,670","±3,890","31.3%","±0.5","317,492","±5,828","30.5%","±0.6","141,517","±3,966","27.3%","±0.7","1,059,720","±12,447","33.2%","±0.4","226,731","±6,779","29.8%","±0.9","2,158,715","±16,030","29.8%","±0.2","1,190,059","±14,649","31.0%","±0.3","88,360","±3,933","28.2%","±1.2","1,363,463","±13,209","29.6%","±0.3","475,848","±6,650","32.5%","±0.4","440,131","±8,175","28.3%","±0.5","1,399,673","±13,180","28.2%","±0.3","116,904","±3,699","28.7%","±0.9","550,782","±8,353","29.6%","±0.4","102,643","±3,322","30.2%","±0.9","778,154","±10,844","30.8%","±0.4","3,485,107","±24,688","37.0%","±0.2","382,658","±6,872","41.1%","±0.7","64,567","±2,770","25.3%","±1.0","986,854","±11,391","31.8%","±0.3","837,343","±9,518","30.7%","±0.3","201,754","±5,682","27.5%","±0.7","671,970","±7,627","29.0%","±0.3","69,007","±2,993","30.1%","±1.3","","","",""
"    Households with one or more people 65 years and over","539,461","±4,719","29.2%","±0.2","50,223","±1,520","20.1%","±0.6","757,801","±5,283","30.8%","±0.2","335,783","±3,871","29.3%","±0.3","3,591,758","±13,949","27.9%","±0.1","497,903","±4,124","24.0%","±0.2","389,870","±3,824","29.0%","±0.3","110,604","±1,462","31.4%","±0.4","57,544","±1,520","20.4%","±0.5","2,629,951","±11,960","35.2%","±0.1","914,112","±6,800","25.0%","±0.2","155,352","±2,942","34.8%","±0.6","166,145","±2,627","27.8%","±0.5","1,287,672","±6,527","26.9%","±0.1","674,374","±5,499","26.8%","±0.2","343,621","±3,143","27.6%","±0.2","294,474","±3,565","26.5%","±0.3","475,050","±3,989","27.7%","±0.2","465,097","±4,399","26.8%","±0.3","175,649","±2,224","32.2%","±0.4","596,529","±4,679","27.4%","±0.2","733,203","±5,041","28.6%","±0.2","1,108,336","±5,487","28.7%","±0.1","554,102","±3,491","25.8%","±0.2","317,064","±3,046","28.7%","±0.3","666,162","±4,656","28.1%","±0.2","123,761","±2,352","29.8%","±0.6","194,838","±2,309","26.2%","±0.3","292,337","±3,746","28.1%","±0.3","149,208","±2,275","28.8%","±0.4","937,326","±6,105","29.4%","±0.2","231,440","±3,027","30.4%","±0.5","2,098,740","±8,617","29.0%","±0.1","1,060,413","±5,887","27.6%","±0.1","74,387","±1,563","23.7%","±0.5","1,298,831","±5,891","28.2%","±0.1","403,813","±3,177","27.5%","±0.2","463,147","±4,402","29.8%","±0.3","1,518,335","±5,766","30.6%","±0.1","120,181","±2,290","29.5%","±0.5","553,129","±4,523","29.8%","±0.2","91,399","±1,866","26.9%","±0.6","719,280","±5,258","28.4%","±0.2","2,232,454","±11,448","23.7%","±0.1","211,076","±2,823","22.7%","±0.3","77,647","±1,602","30.5%","±0.6","837,298","±5,892","26.9%","±0.2","726,283","±4,662","26.6%","±0.2","239,063","±2,915","32.5%","±0.4","628,711","±3,624","27.1%","±0.2","58,616","±1,415","25.6%","±0.6","","","",""
"    Average household size","2.57","±0.02","(X)","(X)","2.84","±0.03","(X)","(X)","2.71","±0.01","(X)","(X)","2.53","±0.02","(X)","(X)","2.97","±0.01","(X)","(X)","2.57","±0.01","(X)","(X)","2.59","±0.01","(X)","(X)","2.61","±0.03","(X)","(X)","2.24","±0.02","(X)","(X)","2.66","±0.01","(X)","(X)","2.72","±0.01","(X)","(X)","3.11","±0.03","(X)","(X)","2.72","±0.02","(X)","(X)","2.62","±0.01","(X)","(X)","2.56","±0.01","(X)","(X)","2.42","±0.01","(X)","(X)","2.55","±0.02","(X)","(X)","2.50","±0.01","(X)","(X)","2.61","±0.01","(X)","(X)","2.37","±0.02","(X)","(X)","2.69","±0.01","(X)","(X)","2.56","±0.01","(X)","(X)","2.51","±0.01","(X)","(X)","2.49","±0.01","(X)","(X)","2.62","±0.02","(X)","(X)","2.49","±0.01","(X)","(X)","2.42","±0.02","(X)","(X)","2.48","±0.01","(X)","(X)","2.74","±0.02","(X)","(X)","2.49","±0.02","(X)","(X)","2.75","±0.01","(X)","(X)","2.68","±0.02","(X)","(X)","2.66","±0.01","(X)","(X)","2.55","±0.01","(X)","(X)","2.33","±0.03","(X)","(X)","2.45","±0.01","(X)","(X)","2.59","±0.01","(X)","(X)","2.54","±0.01","(X)","(X)","2.50","±0.01","(X)","(X)","2.49","±0.02","(X)","(X)","2.56","±0.01","(X)","(X)","2.43","±0.02","(X)","(X)","2.55","±0.01","(X)","(X)","2.85","±0.01","(X)","(X)","3.17","±0.02","(X)","(X)","2.36","±0.03","(X)","(X)","2.62","±0.01","(X)","(X)","2.58","±0.01","(X)","(X)","2.44","±0.02","(X)","(X)","2.42","±0.01","(X)","(X)","2.50","±0.04","(X)","(X)","","","",""
"    Average family size","3.20","±0.03","(X)","(X)","3.46","±0.05","(X)","(X)","3.34","±0.02","(X)","(X)","3.10","±0.03","(X)","(X)","3.56","±0.01","(X)","(X)","3.16","±0.02","(X)","(X)","3.20","±0.03","(X)","(X)","3.17","±0.04","(X)","(X)","3.16","±0.07","(X)","(X)","3.29","±0.02","(X)","(X)","3.33","±0.02","(X)","(X)","3.69","±0.05","(X)","(X)","3.31","±0.04","(X)","(X)","3.29","±0.01","(X)","(X)","3.17","±0.02","(X)","(X)","2.99","±0.02","(X)","(X)","3.17","±0.03","(X)","(X)","3.07","±0.02","(X)","(X)","3.30","±0.03","(X)","(X)","2.89","±0.04","(X)","(X)","3.28","±0.02","(X)","(X)","3.18","±0.02","(X)","(X)","3.12","±0.01","(X)","(X)","3.07","±0.02","(X)","(X)","3.23","±0.04","(X)","(X)","3.09","±0.02","(X)","(X)","3.05","±0.04","(X)","(X)","3.11","±0.02","(X)","(X)","3.41","±0.04","(X)","(X)","3.01","±0.04","(X)","(X)","3.34","±0.02","(X)","(X)","3.40","±0.04","(X)","(X)","3.35","±0.01","(X)","(X)","3.14","±0.02","(X)","(X)","2.94","±0.05","(X)","(X)","3.07","±0.01","(X)","(X)","3.18","±0.02","(X)","(X)","3.09","±0.02","(X)","(X)","3.09","±0.01","(X)","(X)","3.17","±0.05","(X)","(X)","3.16","±0.02","(X)","(X)","3.01","±0.04","(X)","(X)","3.13","±0.02","(X)","(X)","3.46","±0.01","(X)","(X)","3.67","±0.03","(X)","(X)","2.95","±0.05","(X)","(X)","3.19","±0.02","(X)","(X)","3.13","±0.02","(X)","(X)","3.03","±0.04","(X)","(X)","3.00","±0.02","(X)","(X)","3.11","±0.06","(X)","(X)","","","",""
"RELATIONSHIP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Population in households","4,739,380","*****","4,739,380","(X)","710,491","*****","710,491","(X)","6,673,383","*****","6,673,383","(X)","2,894,177","*****","2,894,177","(X)","38,323,824","*****","38,323,824","(X)","5,340,828","*****","5,340,828","(X)","3,473,954","*****","3,473,954","(X)","920,351","*****","920,351","(X)","632,019","*****","632,019","(X)","19,840,623","*****","19,840,623","(X)","9,954,496","*****","9,954,496","(X)","1,387,570","*****","1,387,570","(X)","1,624,556","*****","1,624,556","(X)","12,560,301","*****","12,560,301","(X)","6,431,175","*****","6,431,175","(X)","3,022,924","*****","3,022,924","(X)","2,832,627","*****","2,832,627","(X)","4,296,254","*****","4,296,254","(X)","4,542,340","*****","4,542,340","(X)","1,293,531","*****","1,293,531","(X)","5,866,145","*****","5,866,145","(X)","6,542,339","*****","6,542,339","(X)","9,695,391","*****","9,695,391","(X)","5,355,623","*****","5,355,623","(X)","2,898,354","*****","2,898,354","(X)","5,908,734","*****","5,908,734","(X)","1,004,082","*****","1,004,082","(X)","1,843,813","*****","1,843,813","(X)","2,854,109","*****","2,854,109","(X)","1,288,846","*****","1,288,846","(X)","8,772,000","*****","8,772,000","(X)","2,042,027","*****","2,042,027","(X)","19,221,185","*****","19,221,185","(X)","9,790,119","*****","9,790,119","(X)","730,327","*****","730,327","(X)","11,301,278","*****","11,301,278","(X)","3,801,365","*****","3,801,365","(X)","3,942,015","*****","3,942,015","(X)","12,372,146","*****","12,372,146","(X)","1,014,660","*****","1,014,660","(X)","4,759,614","*****","4,759,614","(X)","824,450","*****","824,450","(X)","6,446,573","*****","6,446,573","(X)","26,868,785","*****","26,868,785","(X)","2,948,951","*****","2,948,951","(X)","600,603","*****","600,603","(X)","8,139,181","*****","8,139,181","(X)","7,029,357","*****","7,029,357","(X)","1,795,940","*****","1,795,940","(X)","5,623,145","*****","5,623,145","(X)","571,964","*****","571,964","(X)","","","",""
"        Householder","1,846,390","±11,341","39.0%","±0.2","250,185","±2,685","35.2%","±0.4","2,463,008","±12,455","36.9%","±0.2","1,144,663","±8,300","39.6%","±0.3","12,896,357","±19,487","33.7%","±0.1","2,074,735","±7,548","38.8%","±0.1","1,343,703","±6,712","38.7%","±0.2","352,595","±3,920","38.3%","±0.4","281,787","±3,030","44.6%","±0.5","7,463,184","±23,147","37.6%","±0.1","3,656,407","±14,418","36.7%","±0.1","445,936","±4,817","32.1%","±0.3","597,421","±4,571","36.8%","±0.3","4,794,523","±12,954","38.2%","±0.1","2,515,143","±11,611","39.1%","±0.2","1,247,249","±6,782","41.3%","±0.2","1,111,582","±6,565","39.2%","±0.2","1,716,168","±8,844","39.9%","±0.2","1,737,908","±9,569","38.3%","±0.2","545,226","±5,325","42.2%","±0.4","2,177,934","±7,798","37.1%","±0.1","2,559,951","±9,181","39.1%","±0.1","3,858,532","±11,041","39.8%","±0.1","2,147,262","±7,978","40.1%","±0.1","1,104,371","±7,926","38.1%","±0.3","2,374,180","±11,426","40.2%","±0.2","414,804","±3,749","41.3%","±0.4","744,159","±3,947","40.4%","±0.2","1,042,065","±7,714","36.5%","±0.3","517,615","±4,643","40.2%","±0.4","3,187,963","±9,239","36.3%","±0.1","761,797","±5,816","37.3%","±0.3","7,233,694","±15,840","37.6%","±0.1","3,843,745","±15,042","39.3%","±0.2","313,475","±3,584","42.9%","±0.5","4,606,655","±12,584","40.8%","±0.1","1,465,951","±6,457","38.6%","±0.2","1,553,205","±7,348","39.4%","±0.2","4,956,037","±11,868","40.1%","±0.1","407,484","±4,045","40.2%","±0.4","1,857,768","±9,376","39.0%","±0.2","339,437","±2,931","41.2%","±0.4","2,530,260","±10,743","39.2%","±0.2","9,421,412","±21,122","35.1%","±0.1","930,980","±5,092","31.6%","±0.2","254,865","±3,016","42.4%","±0.5","3,106,895","±11,857","38.2%","±0.1","2,728,573","±8,477","38.8%","±0.1","734,536","±5,346","40.9%","±0.3","2,319,538","±7,046","41.2%","±0.1","228,937","±3,666","40.0%","±0.6","","","",""
"        Spouse","863,897","±11,244","18.2%","±0.2","120,615","±2,989","17.0%","±0.4","1,153,354","±13,166","17.3%","±0.2","561,191","±9,403","19.4%","±0.3","6,338,364","±25,970","16.5%","±0.1","1,037,400","±9,582","19.4%","±0.2","646,309","±8,424","18.6%","±0.2","170,582","±4,531","18.5%","±0.5","71,909","±3,408","11.4%","±0.5","3,444,636","±25,165","17.4%","±0.1","1,746,055","±17,231","17.5%","±0.2","232,192","±5,209","16.7%","±0.4","320,253","±6,808","19.7%","±0.4","2,284,446","±16,581","18.2%","±0.1","1,212,774","±13,694","18.9%","±0.2","627,095","±8,662","20.7%","±0.3","559,683","±9,246","19.8%","±0.3","828,059","±9,435","19.3%","±0.2","747,577","±12,224","16.5%","±0.3","264,609","±5,682","20.5%","±0.4","1,040,819","±11,916","17.7%","±0.2","1,187,484","±11,823","18.2%","±0.2","1,821,007","±12,971","18.8%","±0.1","1,091,180","±8,370","20.4%","±0.2","485,257","±9,567","16.7%","±0.3","1,134,391","±12,764","19.2%","±0.2","202,330","±4,677","20.2%","±0.5","368,491","±5,609","20.0%","±0.3","456,791","±8,138","16.0%","±0.3","268,675","±6,675","20.8%","±0.5","1,630,291","±12,434","18.6%","±0.1","341,855","±6,209","16.7%","±0.3","3,152,407","±18,771","16.4%","±0.1","1,828,916","±17,731","18.7%","±0.2","150,229","±4,200","20.6%","±0.6","2,127,059","±16,453","18.8%","±0.1","713,213","±6,545","18.8%","±0.2","750,063","±8,679","19.0%","±0.2","2,365,870","±17,800","19.1%","±0.1","174,657","±5,379","17.2%","±0.5","867,173","±11,125","18.2%","±0.2","170,638","±4,092","20.7%","±0.5","1,212,675","±13,117","18.8%","±0.2","4,706,982","±27,761","17.5%","±0.1","564,005","±7,789","19.1%","±0.3","123,464","±2,799","20.6%","±0.5","1,544,104","±15,151","19.0%","±0.2","1,364,758","±13,417","19.4%","±0.2","351,000","±7,107","19.5%","±0.4","1,137,625","±8,911","20.2%","±0.2","117,302","±3,123","20.5%","±0.5","","","",""
"        Child","1,437,297","±16,296","30.3%","±0.3","229,540","±5,092","32.3%","±0.7","1,998,819","±16,951","30.0%","±0.3","835,257","±11,937","28.9%","±0.4","12,195,380","±34,882","31.8%","±0.1","1,520,145","±13,293","28.5%","±0.2","1,069,967","±11,420","30.8%","±0.3","271,410","±6,323","29.5%","±0.7","146,154","±3,781","23.1%","±0.6","5,695,860","±33,522","28.7%","±0.2","3,151,979","±22,253","31.7%","±0.2","395,099","±7,028","28.5%","±0.5","510,802","±8,552","31.4%","±0.5","3,932,393","±23,482","31.3%","±0.2","1,977,941","±16,183","30.8%","±0.3","856,099","±9,314","28.3%","±0.3","860,061","±10,731","30.4%","±0.4","1,242,123","±11,456","28.9%","±0.3","1,455,236","±13,806","32.0%","±0.3","324,686","±5,667","25.1%","±0.4","1,788,548","±12,897","30.5%","±0.2","1,923,726","±14,576","29.4%","±0.2","2,898,112","±17,391","29.9%","±0.2","1,571,355","±11,636","29.3%","±0.2","911,125","±11,037","31.4%","±0.4","1,720,070","±15,981","29.1%","±0.3","270,721","±5,828","27.0%","±0.6","544,413","±7,147","29.5%","±0.4","850,436","±10,540","29.8%","±0.4","357,070","±6,338","27.7%","±0.5","2,867,389","±16,886","32.7%","±0.2","646,890","±8,866","31.7%","±0.4","5,924,384","±24,256","30.8%","±0.1","2,901,211","±24,125","29.6%","±0.2","189,725","±4,541","26.0%","±0.6","3,307,370","±20,693","29.3%","±0.2","1,137,555","±9,859","29.9%","±0.3","1,066,279","±10,829","27.0%","±0.3","3,607,749","±22,182","29.2%","±0.2","296,130","±5,528","29.2%","±0.5","1,399,969","±14,231","29.4%","±0.3","229,990","±5,168","27.9%","±0.6","1,887,065","±17,452","29.3%","±0.3","8,931,579","±36,086","33.2%","±0.1","1,086,693","±10,553","36.9%","±0.4","151,496","±4,195","25.2%","±0.7","2,400,548","±17,263","29.5%","±0.2","1,992,302","±14,025","28.3%","±0.2","486,243","±9,109","27.1%","±0.5","1,585,898","±10,884","28.2%","±0.2","159,886","±4,560","28.0%","±0.8","","","",""
